"id","stats_varcount","stats_var_bool","stats_var_discrete","stats_dom_0","stats_dom_25","stats_dom_50","stats_dom_75","stats_dom_100","stats_dom_mean","stats_dom_not2_2_ratio","stats_branchingvars","stats_conscount","stats_arity_0","stats_arity_25","stats_arity_50","stats_arity_75","stats_arity_100","stats_arity_mean","stats_arity_mean_normalised","stats_cts_per_var_mean","stats_cts_per_var_mean_normalised","stats_alldiff_count","stats_alldiff_proportion","stats_sums_count","stats_sums_proportion","stats_or_atleastk_count","stats_or_atleastk_proportion","stats_binary_count","stats_binary_proportion","stats_table_count","stats_table_proportion","stats_lex_count","stats_lex_proportion","stats_unary_count","stats_unary_proportion","stats_multi_shared_vars","stats_edge_density","stats_Local_Variance","clustering_coefficient","minimum_degree","normalised_minimum_degree","maximum_degree","normalised_maximum_degree","median_degree","normalised_median_degree","mean_degree","normalised_mean_degree","width_of_ordering","normalised_width_of_ordering","width_of_graph","normalised_width_of_graph","SAC_literals","normalised_SAC_literals","stats_tightness_0","stats_tightness_25","stats_tightness_50","stats_tightness_75","stats_tightness_100","stats_tightness_mean","stats_tightness_mean_normalised","stats_literal_tightness_0","stats_literal_tightness_25","stats_literal_tightness_50","stats_literal_tightness_75","stats_literal_tightness_100","stats_literal_tightness_mean","stats_literal_tightness_coeff_of_variation","Class"
"4-fullins-5-8.xml.watchless.minion.gz",4146,0,4146,8,8,8,8,8,8,0,4146,77305,2,2,2,2,2,2,0.000482,37.291365,0.000482,0,0,0,0,0,0,77305,1,0,0,0,0,0,0,0,0.008997,0.27407,0.003157,8,0.00193,695,0.167631,31,0.007477,37.291365,0.008995,695,0.167631,25,0.00603,0,0,136,136,136,136,136,136,0.001759,6,9,13,20,20,12.5,0.401995,"standard"
"4-insertions-3-3.xml.watchless.minion.gz",79,0,79,3,3,3,3,3,3,0,79,156,2,2,2,2,2,2,0.025316,3.949367,0.025316,0,0,0,0,0,0,156,1,0,0,0,0,0,0,0,0.050633,0.450984,0,3,0.037975,13,0.164557,4,0.050633,3.949367,0.049992,13,0.164557,3,0.037975,0,0,324,324,324,324,324,324,2.076923,32,32,33,35,35,33.333333,0.037417,"standard"
"4-insertions-3-4.xml.watchless.minion.gz",79,0,79,4,4,4,4,4,4,0,79,156,2,2,2,2,2,2,0.025316,3.949367,0.025316,0,0,0,0,0,0,156,1,0,0,0,0,0,0,0,0.050633,0.450984,0,3,0.037975,13,0.164557,4,0.050633,3.949367,0.049992,13,0.164557,3,0.037975,0,0,263,263,263,263,263,263,1.685897,20,26,27,27,27,25,0.116619,"standard"
"4-insertions-4-3.xml.watchless.minion.gz",475,0,475,3,3,3,3,3,3,0,475,1795,2,2,2,2,2,2,0.004211,7.557895,0.004211,0,0,0,0,0,0,1795,1,0,0,0,0,0,0,0,0.015945,0.331519,0,4,0.008421,79,0.166316,8,0.016842,7.557895,0.015911,79,0.166316,5,0.010526,0,0,324,324,324,324,324,324,0.180501,32,32,33,35,35,33.333333,0.037417,"standard"
"4-insertions-4-4.xml.watchless.minion.gz",475,0,475,4,4,4,4,4,4,0,475,1795,2,2,2,2,2,2,0.004211,7.557895,0.004211,0,0,0,0,0,0,1795,1,0,0,0,0,0,0,0,0.015945,0.331519,0,4,0.008421,79,0.166316,8,0.016842,7.557895,0.015911,79,0.166316,5,0.010526,0,0,263,263,263,263,263,263,0.146518,20,26,27,27,27,25,0.116619,"standard"
"4-insertions-4-5.xml.watchless.minion.gz",475,0,475,5,5,5,5,5,5,0,475,1795,2,2,2,2,2,2,0.004211,7.557895,0.004211,0,0,0,0,0,0,1795,1,0,0,0,0,0,0,0,0.015945,0.331519,0,4,0.008421,79,0.166316,8,0.016842,7.557895,0.015911,79,0.166316,5,0.010526,0,0,184,184,184,184,184,184,0.102507,16,17,21,23,23,20,0.148324,"standard"
"5-fullins-3-6.xml.watchless.minion.gz",154,0,154,6,6,6,6,6,6,0,154,792,2,2,2,2,2,2,0.012987,10.285714,0.012987,0,0,0,0,0,0,792,1,0,0,0,0,0,0,0,0.067227,0.274114,0.039801,4,0.025974,27,0.175325,7,0.045455,10.285714,0.06679,27,0.175325,8,0.051948,0,0,169,169,169,169,169,169,0.213384,13,14,18,19,20,16.666667,0.153623,"standard"
"5-fullins-3-7.xml.watchless.minion.gz",154,0,154,7,7,7,7,7,7,0,154,792,2,2,2,2,2,2,0.012987,10.285714,0.012987,0,0,0,0,0,0,792,1,0,0,0,0,0,0,0,0.067227,0.274114,0.039801,4,0.025974,27,0.175325,7,0.045455,10.285714,0.06679,27,0.175325,8,0.051948,0,0,154,154,154,154,154,154,0.194444,12,13,13,16,19,14.285714,0.15748,"standard"
"5-fullins-3-8.xml.watchless.minion.gz",154,0,154,8,8,8,8,8,8,0,154,792,2,2,2,2,2,2,0.012987,10.285714,0.012987,0,0,0,0,0,0,792,1,0,0,0,0,0,0,0,0.067227,0.274114,0.039801,4,0.025974,27,0.175325,7,0.045455,10.285714,0.06679,27,0.175325,8,0.051948,0,0,136,136,136,136,136,136,0.171717,6,9,13,20,20,12.5,0.401995,"standard"
"5-fullins-4-6.xml.watchless.minion.gz",1085,0,1085,6,6,6,6,6,6,0,1085,11395,2,2,2,2,2,2,0.001843,21.004608,0.001843,0,0,0,0,0,0,11395,1,0,0,0,0,0,0,0,0.019377,0.158896,0.008712,6,0.00553,160,0.147465,15,0.013825,21.004608,0.019359,160,0.147465,15,0.013825,0,0,169,169,169,169,169,169,0.014831,13,14,18,19,20,16.666667,0.153623,"standard"
"5-fullins-4-7.xml.watchless.minion.gz",1085,0,1085,7,7,7,7,7,7,0,1085,11395,2,2,2,2,2,2,0.001843,21.004608,0.001843,0,0,0,0,0,0,11395,1,0,0,0,0,0,0,0,0.019377,0.158896,0.008712,6,0.00553,160,0.147465,15,0.013825,21.004608,0.019359,160,0.147465,15,0.013825,0,0,154,154,154,154,154,154,0.013515,12,13,13,16,19,14.285714,0.15748,"standard"
"5-fullins-4-8.xml.watchless.minion.gz",1085,0,1085,8,8,8,8,8,8,0,1085,11395,2,2,2,2,2,2,0.001843,21.004608,0.001843,0,0,0,0,0,0,11395,1,0,0,0,0,0,0,0,0.019377,0.158896,0.008712,6,0.00553,160,0.147465,15,0.013825,21.004608,0.019359,160,0.147465,15,0.013825,0,0,136,136,136,136,136,136,0.011935,6,9,13,20,20,12.5,0.401995,"standard"
"5-fullins-4-9.xml.watchless.minion.gz",1085,0,1085,9,9,9,9,9,9,0,1085,11395,2,2,2,2,2,2,0.001843,21.004608,0.001843,0,0,0,0,0,0,11395,1,0,0,0,0,0,0,0,0.019377,0.158896,0.008712,6,0.00553,160,0.147465,15,0.013825,21.004608,0.019359,160,0.147465,15,0.013825,0,0,96,96,96,96,96,96,0.008425,7,10,11,13,15,11.111111,0.237908,"standard"
"BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz",208,0,208,1,13,26,52,52,35.259615,0,208,4217,1,2,2,2,2,1.999763,0.009614,40.543269,0.009614,0,0,0,0,0,0,0,0,4216,0.999763,0,0,1,0.000237,0,0.195838,0.704805,0.434877,0,0,104,0.5,27,0.129808,40.538462,0.194896,102,0.490385,53,0.254808,0,0,17,28,45,45,936,75.241878,0.017843,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"BlackHole-4-4-e-0_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-1_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-2_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-3_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-4_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-5_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-6_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-7_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-8_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-9_ext.xml.minion.conv.minion",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz",64,0,64,1,4,8,16,16,10.53125,0,64,431,1,2,2,2,2,1.99768,0.031214,13.453125,0.031214,0,0,0,0,0,0,0,0,430,0.99768,0,0,1,0.00232,0,0.213294,0.765547,0.428978,0,0,32,0.5,9,0.140625,13.4375,0.209961,30,0.46875,17,0.265625,0,0,58,69,119,119,759,177.902552,0.412767,6,8.625,11.444444,73,91.5,30.251606,1.005758,"standard"
"BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
"BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz",112,0,112,1,7,14,28,28,18.767857,0,112,1261,1,2,2,2,2,1.999207,0.01785,22.508929,0.01785,0,0,0,0,0,0,0,0,1260,0.999207,0,0,1,0.000793,0,0.202703,0.731359,0.432617,0,0,56,0.5,15,0.133929,22.5,0.200893,54,0.482143,29,0.258929,0,0,27,39,53,53,868,106.211737,0.084228,2.068966,3.803571,5.103448,84,94.551724,28.416876,1.302723,"standard"
