"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","Class"
"Core1108_tbm_03.tex.module.000057",550,205,755,1597,4518,10,10,20,0,672,925,1139,684,2.049468,0.779587,55,0.425798,0.353788,2.496689,6.073171,3.317073,27.735099,51.585366,30,88.036364,0.58278,0.266711,0.631836,0.785416,0.125055,1.20354,0.715913,0.994452,0.628331,0.546185,0.631836,1.078162,1.20354,0.579211,0.428303,0.556591,0.429913,0.345092,0.403547,0.969562,0.62001,"X2clsQ"
"Core1108_tbm_03.tex.module.000058",536,205,741,1578,4466,10,10,20,0,662,916,1130,674,2.047529,0.782636,53.6,0.424588,0.358048,2.516869,6.02439,3.268293,27.840756,50.853659,29.268293,88.86194,0.5824,0.267577,0.630145,0.782776,0.126511,1.185841,0.717032,1.000165,0.630249,0.54251,0.630145,1.082158,1.185841,0.580482,0.427123,0.556963,0.434348,0.343493,0.404815,0.980389,0.616725,"X2clsQ"
"Core1108_tbm_03.tex.module.000064",531,205,736,1559,4414,10,10,20,0,652,907,1121,664,2.045542,0.78576,53.1,0.423348,0.362412,2.506793,5.97561,3.219512,27.608696,50.121951,28.536585,89.05838,0.582012,0.268464,0.62841,0.78007,0.128002,1.168142,0.718178,1.001395,0.629287,0.538776,0.62841,1.081227,1.168142,0.581783,0.425914,0.557347,0.43691,0.346081,0.406118,0.987025,0.620943,"X2clsQ"
"Core1108_tbm_03.tex.module.000065",526,200,726,1540,4362,10,10,20,0,642,898,1112,654,2.043506,0.788961,52.6,0.422078,0.366883,2.513774,6.075,3.25,27.630854,50.875,28.75,89.258555,0.581614,0.269372,0.626629,0.777296,0.129528,1.150442,0.719354,0.995777,0.623982,0.534979,0.626629,1.072846,1.150442,0.583117,0.424675,0.557126,0.436054,0.354625,0.40746,0.984599,0.636527,"X2clsQ"
"Core1108_tbm_03.tex.module.000090",479,185,664,1464,4154,10,10,20,0,602,862,1056,614,2.041667,0.795765,47.9,0.426913,0.368852,2.61747,6.297297,3.378378,28.426205,51.756757,29.324324,91.899791,0.581608,0.267935,0.627635,0.77649,0.129995,1.157407,0.719371,0.997452,0.626035,0.536481,0.627635,1.076387,1.157407,0.588798,0.419399,0.558531,0.436082,0.348383,0.405365,0.987797,0.623749,"sKizzo"
"Core1108_tbm_03.tex.module.000092",465,185,650,1445,4102,10,10,20,0,592,853,1047,604,2.039446,0.799308,46.5,0.425606,0.373702,2.629231,6.243243,3.324324,28.423077,50.945946,28.513514,92.967742,0.583374,0.266699,0.628775,0.774342,0.131643,1.138889,0.714166,1.004257,0.631452,0.532468,0.628775,1.082413,1.138889,0.590311,0.417993,0.561112,0.438333,0.346385,0.40404,0.998734,0.617319,"sKizzo"
"Core1108_tbm_03.tex.moduleQ3.2S.000002",1356,220,1576,4358,12795,10,10,20,0,1243,3115,3623,1263,2.403626,0.532354,135.6,0.301744,0.23061,2.974619,10.545455,5.977273,31.221447,82.045455,51.477273,127.765487,0.633607,0.263619,0.677995,0.876033,0.078546,1.308458,0.578266,0.951503,0.645115,0.56681,0.677995,1.018162,1.308458,0.714777,0.289812,0.618122,0.341682,0.373888,0.341877,0.894741,0.604877,"QuBE"
"Core1108_tbm_03.tex.moduleQ3.2S.000003",1361,225,1586,4368,12820,10,10,20,0,1253,3115,3623,1273,2.401557,0.533425,136.1,0.303342,0.230082,2.968474,10.355556,5.888889,31.22005,80.888889,51,127.413666,0.632761,0.263885,0.677502,0.876109,0.078393,1.318408,0.580375,0.953526,0.646016,0.56867,0.677502,1.020948,1.318408,0.713141,0.291438,0.616876,0.342996,0.366789,0.342579,0.895259,0.594591,"QuBE"
"Core1108_tbm_03.tex.moduleQ3.2S.000009",1366,225,1591,4378,12845,10,10,20,0,1263,3115,3628,1283,2.399497,0.534491,136.6,0.303792,0.230699,2.968573,10.4,5.911111,31.269642,81.555556,51.333333,127.064422,0.632308,0.264149,0.677011,0.875646,0.07863,1.316832,0.581507,0.952536,0.644877,0.568376,0.677011,1.019878,1.316832,0.711512,0.293056,0.616215,0.343224,0.370929,0.343278,0.894313,0.601947,"QuBE"
"Core1108_tbm_03.tex.moduleQ3.2S.000011",1356,220,1576,4363,12805,10,10,20,0,1248,3115,3628,1268,2.402017,0.53289,135.6,0.301398,0.231492,2.977792,10.568182,5.977273,31.240482,81.931818,51.25,127.824484,0.633503,0.263803,0.677672,0.875493,0.078875,1.30198,0.578526,0.951214,0.644611,0.565591,0.677672,1.017535,1.30198,0.713958,0.290626,0.618052,0.342257,0.375118,0.342352,0.896084,0.606935,"X2clsQ"
"Core1108_tbm_03.tex.moduleQ3.2S.000018",1356,220,1576,4358,12795,10,10,20,0,1243,3115,3623,1263,2.403626,0.532354,135.6,0.301744,0.23061,2.974619,10.545455,5.977273,31.221447,82.045455,51.477273,127.765487,0.633607,0.263619,0.677995,0.876033,0.078546,1.308458,0.578266,0.951503,0.645115,0.56681,0.677995,1.018162,1.308458,0.714777,0.289812,0.618122,0.341682,0.373888,0.341877,0.894741,0.604877,"QuBE"
"Core1108_tbm_03.tex.moduleQ3.2S.000048",1366,225,1591,4378,12845,10,10,20,0,1263,3115,3628,1283,2.399497,0.534491,136.6,0.303792,0.230699,2.968573,10.4,5.911111,31.269642,81.555556,51.333333,127.064422,0.632308,0.264149,0.677011,0.875646,0.07863,1.316832,0.581507,0.952536,0.644877,0.568376,0.677011,1.019878,1.316832,0.711512,0.293056,0.616215,0.343224,0.370929,0.343278,0.894313,0.601947,"QuBE"
"Core1108_tbm_09.tex.module.000008",1112,250,1362,3467,9630,10,10,20,0,1642,1825,2057,1654,2.06086,0.716758,111.2,0.475916,0.240842,2.80837,9.94,6.6,35.396476,95.5,72.4,87.688849,0.602804,0.225857,0.695591,0.856158,0.086708,1.976048,0.658915,0.908758,0.632124,0.663984,0.695591,1.04864,1.976048,0.526392,0.47707,0.552388,0.342411,0.292115,0.359179,0.764973,0.528821,"sKizzo"
"Core1108_tbm_09.tex.module.000009",1112,250,1362,3467,9630,10,10,20,0,1642,1825,2057,1654,2.06086,0.716758,111.2,0.475916,0.240842,2.80837,9.94,6.6,35.359765,95.3,72.2,87.688849,0.602804,0.225857,0.695591,0.856158,0.086708,1.976048,0.658915,0.908758,0.632124,0.663984,0.695591,1.04864,1.976048,0.526392,0.47707,0.552645,0.34257,0.29225,0.359179,0.765767,0.528821,"sKizzo"
"Core1108_tbm_09.tex.module.000010",1112,250,1362,3467,9630,10,10,20,0,1642,1825,2057,1654,2.06086,0.716758,111.2,0.475916,0.240842,2.80837,9.94,6.6,35.396476,95.5,72.4,87.688849,0.602804,0.225857,0.695591,0.856158,0.086708,1.976048,0.658915,0.908758,0.632124,0.663984,0.695591,1.04864,1.976048,0.526392,0.47707,0.552388,0.342411,0.292115,0.359179,0.764973,0.528821,"sKizzo"
"Core1108_tbm_09.tex.module.000028",947,250,1197,2840,7914,10,10,20,0,1312,1528,1760,1324,2.047183,0.739437,94.7,0.464789,0.274648,2.64411,8.4,5.28,32.230576,77,55,88.225977,0.600076,0.233131,0.682663,0.835755,0.09856,1.692308,0.666456,0.928588,0.633912,0.628571,0.682663,1.056387,1.692308,0.538028,0.466197,0.55553,0.361577,0.303387,0.36758,0.813502,0.546122,"QuBE"
"Core1108_tbm_09.tex.module.000033",902,250,1152,2669,7446,10,10,20,0,1222,1447,1679,1234,2.044211,0.745598,90.2,0.460847,0.284751,2.591146,7.96,4.92,31.197917,71.8,50.2,87.815965,0.599114,0.235697,0.678336,0.829635,0.102068,1.618421,0.669132,0.935831,0.634807,0.61809,0.678336,1.059578,1.618421,0.542151,0.462345,0.556898,0.3683,0.306783,0.370329,0.831186,0.550879,"QuBE"
"Core1108_tbm_09.tex.moduleQ3.10S.000001",2929,250,3179,10244,30312,10,10,20,0,2600,7644,8656,2628,2.551933,0.407068,292.9,0.244533,0.162534,3.033658,16.68,10.02,32.244416,130,90.3,167.470126,0.681842,0.235517,0.726915,0.919441,0.054929,1.504505,0.466615,0.936042,0.680423,0.600719,0.726915,0.997918,1.504505,0.746193,0.25654,0.665639,0.282977,0.411672,0.291641,0.846323,0.618461,"sKizzo"
"Core1108_tbm_09.tex.moduleQ3.2S.000003",2919,245,3164,10224,30262,10,10,20,0,2580,7644,8651,2608,2.553991,0.405908,291.9,0.243545,0.162363,3.036979,16.938776,10.163265,32.225032,131.428571,91.22449,167.934224,0.682473,0.235246,0.727367,0.919624,0.054854,1.5,0.465259,0.935287,0.680297,0.6,0.727367,0.996811,1.5,0.747653,0.255086,0.666569,0.282193,0.41599,0.290983,0.846331,0.624077,"QuBE"
"Core1108_tbm_09.tex.moduleQ3.2S.000005",2929,250,3179,10244,30312,10,10,20,0,2600,7644,8656,2628,2.551933,0.407068,292.9,0.244533,0.162534,3.033658,16.68,10.02,32.244416,130,90.3,167.470126,0.681842,0.235517,0.726915,0.919441,0.054929,1.504505,0.466615,0.936042,0.680423,0.600719,0.726915,0.997918,1.504505,0.746193,0.25654,0.665639,0.282977,0.411672,0.291641,0.846323,0.618461,"QuBE"
"Core1108_tbm_09.tex.moduleQ3.2S.000007",2919,245,3164,10244,30302,10,10,20,0,2600,7644,8671,2628,2.550957,0.407068,291.9,0.243069,0.163998,3.0433,17.020408,10.163265,32.310367,132.244898,91.020408,168.043851,0.682232,0.235595,0.72681,0.918735,0.055442,1.482143,0.465777,0.934768,0.679399,0.597122,0.72681,0.995847,1.482143,0.746193,0.25654,0.666253,0.282847,0.425824,0.291811,0.847489,0.639133,"QuBE"
"Core1108_tbm_09.tex.moduleQ3.2S.000010",2944,255,3199,10274,30387,10,10,20,0,2630,7644,8666,2658,2.548861,0.408799,294.4,0.245766,0.163033,3.030322,16.470588,9.901961,32.286652,129.215686,89.705882,166.779891,0.680982,0.235923,0.726238,0.919055,0.055122,1.507463,0.468468,0.936428,0.68007,0.60119,0.726238,0.99866,1.507463,0.744014,0.258711,0.664376,0.283924,0.41071,0.292623,0.845959,0.618189,"QuBE"
"Core1108_tbm_09.tex.moduleQ3.2S.000011",2929,250,3179,10244,30312,10,10,20,0,2600,7644,8656,2628,2.551933,0.407068,292.9,0.244533,0.162534,3.033658,16.68,10.02,32.244416,130,90.3,167.470126,0.681842,0.235517,0.726915,0.919441,0.054929,1.504505,0.466615,0.936042,0.680423,0.600719,0.726915,0.997918,1.504505,0.746193,0.25654,0.665639,0.282977,0.411672,0.291641,0.846323,0.618461,"sKizzo"
"Core1108_tbm_09.tex.moduleQ3.9S.000001",2929,250,3179,10244,30312,10,10,20,0,2600,7644,8656,2628,2.551933,0.407068,292.9,0.244533,0.162534,3.033658,16.68,10.02,32.244416,130,90.3,167.470126,0.681842,0.235517,0.726915,0.919441,0.054929,1.504505,0.466615,0.936042,0.680423,0.600719,0.726915,0.997918,1.504505,0.746193,0.25654,0.665639,0.282977,0.411672,0.291641,0.846323,0.618461,"sKizzo"
"Core1108_tbm_21.tex.module.000008",667,200,867,2118,5938,10,10,20,0,932,1186,1383,944,2.050519,0.753069,66.7,0.46034,0.292729,2.741638,7.975,4.875,32.462514,70.375,48.625,91.169415,0.599697,0.236106,0.677182,0.825892,0.104412,1.572581,0.667509,0.950699,0.643796,0.611285,0.677182,1.073535,1.572581,0.559962,0.445703,0.559856,0.374435,0.294898,0.36936,0.85071,0.526739,"sKizzo"
"Core1108_tbm_21.tex.module.000009",667,200,867,2118,5938,10,10,20,0,932,1186,1383,944,2.050519,0.753069,66.7,0.46034,0.292729,2.741638,7.975,4.875,32.520185,70.625,48.875,91.169415,0.599697,0.236106,0.677182,0.825892,0.104412,1.572581,0.667509,0.950699,0.643796,0.611285,0.677182,1.073535,1.572581,0.559962,0.445703,0.559419,0.374142,0.294668,0.36936,0.849202,0.526739,"sKizzo"
"Core1108_tbm_21.tex.module.000010",667,200,867,2118,5938,10,10,20,0,932,1186,1383,944,2.050519,0.753069,66.7,0.46034,0.292729,2.741638,7.975,4.875,32.404844,70.125,48.375,91.169415,0.599697,0.236106,0.677182,0.825892,0.104412,1.572581,0.667509,0.950699,0.643796,0.611285,0.677182,1.073535,1.572581,0.559962,0.445703,0.560294,0.374728,0.295129,0.36936,0.852224,0.526739,"sKizzo"
"Core1108_tbm_21.tex.module.000014",622,200,822,1947,5470,10,10,20,0,842,1105,1302,854,2.044171,0.76528,62.2,0.454545,0.310734,2.672749,7.45,4.425,31.027981,64,42.625,91.4791,0.598355,0.239854,0.670352,0.815154,0.110603,1.46281,0.67125,0.961562,0.644585,0.59396,0.670352,1.077262,1.46281,0.56754,0.438624,0.561996,0.385365,0.301739,0.373762,0.87982,0.536906,"QuBE"
"Core1108_tbm_21.tex.module.000017",622,200,822,1947,5470,10,10,20,0,842,1105,1302,854,2.044171,0.76528,62.2,0.454545,0.310734,2.672749,7.45,4.425,31.514599,65,43.625,91.800643,0.598355,0.239854,0.670352,0.815154,0.110603,1.46281,0.67125,0.961562,0.644585,0.59396,0.670352,1.077262,1.46281,0.56754,0.438624,0.558914,0.386585,0.29917,0.375683,0.876438,0.53527,"QuBE"
"Core1108_tbm_21.tex.module.000023",577,200,777,1776,5002,10,10,20,0,752,1024,1221,764,2.039414,0.777027,57.7,0.447635,0.329392,2.595882,6.9,3.975,29.620335,58.25,37.375,90.433276,0.596761,0.244302,0.662617,0.80402,0.116953,1.358974,0.675712,0.975102,0.646119,0.576087,0.662617,1.08271,1.358974,0.576577,0.43018,0.5632,0.397162,0.307836,0.378655,0.909254,0.546584,"QuBE"
"Core1108_tbm_21.tex.module.000026",577,195,772,1776,5002,10,10,20,0,752,1024,1206,764,2.039414,0.777027,57.7,0.456081,0.320946,2.632124,7.076923,4.153846,30.03886,59.487179,39.230769,90.433276,0.593762,0.244302,0.662617,0.808081,0.113954,1.421053,0.684175,0.968827,0.641962,0.586957,0.662617,1.081176,1.421053,0.576577,0.43018,0.55946,0.394981,0.297073,0.378655,0.896586,0.531,"X2clsQ"
"Core1108_tbm_21.tex.module.000027",577,200,777,1776,5002,10,10,20,0,752,1024,1206,764,2.039414,0.777027,57.7,0.456081,0.320946,2.615187,6.9,4.05,29.90991,58.25,38.5,90.433276,0.593762,0.244302,0.662617,0.808081,0.113954,1.421053,0.684175,0.975102,0.646119,0.586957,0.662617,1.088178,1.421053,0.576577,0.43018,0.55893,0.397162,0.291246,0.378655,0.900451,0.521078,"X2clsQ"
"Core1108_tbm_21.tex.module.000030",587,200,787,1796,5052,10,10,20,0,772,1024,1216,784,2.033408,0.77951,58.7,0.45657,0.32294,2.620076,7,4.1,29.936468,59.25,38.5,89.437819,0.591845,0.245843,0.659912,0.80602,0.114806,1.413793,0.689632,0.969179,0.639573,0.585714,0.659912,1.080644,1.413793,0.570156,0.436526,0.558553,0.398421,0.305982,0.381985,0.902536,0.547811,"sKizzo"
"Core1108_tbm_21.tex.module.000091",380,160,540,1283,3648,10,10,20,0,502,781,943,514,2.005456,0.83788,38,0.444271,0.393609,2.774074,6.71875,3.5625,28.981481,50.46875,28.4375,104.026316,0.589364,0.254386,0.639332,0.765116,0.138432,1.128713,0.696744,1.002294,0.640798,0.530233,0.639332,1.087271,1.128713,0.60873,0.400624,0.569759,0.433641,0.327062,0.392226,1.007903,0.574035,"X2clsQ"
"Core1108_tbm_21.tex.moduleQ3.2S.000002",1265,205,1470,4296,12444,10,10,20,0,1282,3014,3485,1301,2.339153,0.557495,126.5,0.323557,0.233939,2.976871,11.682927,6.780488,31.959184,91.341463,60,134.213439,0.648345,0.239955,0.702856,0.875434,0.080762,1.383085,0.54239,0.938404,0.659563,0.580376,0.702856,1.017303,1.383085,0.701583,0.30284,0.627984,0.31912,0.364825,0.322425,0.857814,0.580946,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000007",1245,200,1445,4256,12344,10,10,20,0,1242,3014,3470,1261,2.347039,0.553336,124.5,0.320724,0.232613,2.983391,11.775,6.825,31.809689,90.625,59.625,135.855422,0.650762,0.238658,0.705076,0.876758,0.080201,1.378788,0.536661,0.939214,0.662217,0.579618,0.705076,1.017603,1.378788,0.708177,0.296288,0.631469,0.316763,0.35915,0.319325,0.859529,0.568753,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000011",1250,200,1450,4266,12369,10,10,20,0,1252,3014,3475,1271,2.345054,0.554383,125,0.321144,0.23324,2.983448,11.825,6.85,31.862069,91.375,60,135.44,0.650255,0.238985,0.704518,0.87629,0.080443,1.376884,0.537859,0.938204,0.660981,0.579281,0.704518,1.016496,1.376884,0.706517,0.297937,0.63074,0.317084,0.363615,0.320105,0.858701,0.576491,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000014",1260,205,1465,4286,12419,10,10,20,0,1272,3014,3480,1291,2.341111,0.556463,126,0.323145,0.233318,2.976792,11.634146,6.756098,31.90785,90.609756,59.634146,134.619048,0.648845,0.239633,0.703408,0.8759,0.080522,1.385,0.541201,0.939409,0.660788,0.580713,0.703408,1.018407,1.385,0.70322,0.301213,0.628699,0.318808,0.360453,0.321655,0.858623,0.573333,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000015",1250,200,1450,4266,12369,10,10,20,0,1252,3014,3475,1271,2.345054,0.554383,125,0.321144,0.23324,2.983448,11.825,6.85,31.862069,91.375,60,135.44,0.650255,0.238985,0.704518,0.87629,0.080443,1.376884,0.537859,0.938204,0.660981,0.579281,0.704518,1.016496,1.376884,0.706517,0.297937,0.63074,0.317084,0.363615,0.320105,0.858701,0.576491,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000019",1250,200,1450,4266,12369,10,10,20,0,1252,3014,3475,1271,2.345054,0.554383,125,0.321144,0.23324,2.983448,11.825,6.85,31.862069,91.375,60,135.44,0.650255,0.238985,0.704518,0.87629,0.080443,1.376884,0.537859,0.938204,0.660981,0.579281,0.704518,1.016496,1.376884,0.706517,0.297937,0.63074,0.317084,0.363615,0.320105,0.858701,0.576491,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000024",1250,200,1450,4266,12369,10,10,20,0,1252,3014,3475,1271,2.345054,0.554383,125,0.321144,0.23324,2.983448,11.825,6.85,31.862069,91.375,60,135.44,0.650255,0.238985,0.704518,0.87629,0.080443,1.376884,0.537859,0.938204,0.660981,0.579281,0.704518,1.016496,1.376884,0.706517,0.297937,0.63074,0.317084,0.363615,0.320105,0.858701,0.576491,"sKizzo"
"Core1108_tbm_21.tex.moduleQ3.2S.000027",1245,200,1445,4256,12344,10,10,20,0,1242,3014,3470,1261,2.347039,0.553336,124.5,0.320724,0.232613,2.983391,11.775,6.825,31.809689,90.625,59.625,135.855422,0.650762,0.238658,0.705076,0.876758,0.080201,1.378788,0.536661,0.939214,0.662217,0.579618,0.705076,1.017603,1.378788,0.708177,0.296288,0.631469,0.316763,0.35915,0.319325,0.859529,0.568753,"sKizzo"
"Core1108_tbm_28.tex.moduleQ2.2S.000003",1207,168,1375,3827,11297,8,8,16,0,1048,2779,3213,1066,2.475307,0.476614,150.875,0.274889,0.201725,2.911273,10.857143,6.261905,24.663273,68.190476,43.904762,97.935377,0.645658,0.26122,0.688483,0.89416,0.068337,1.362694,0.548807,0.955256,0.657678,0.576754,0.688483,1.018616,1.362694,0.726156,0.278547,0.62962,0.33016,0.36471,0.331269,0.89141,0.579254,"QuBE"
"Qq2k3k3v100v100m1000s1",100,100,200,1000,6000,1,1,2,0,0,1000,106,101,3,3,100,1.48,1.52,15.035,30,14.8,22.67,30,14.8,451.38,0.498833,0.2545,0.491,0.492148,0.253333,0.973684,1.004678,1,0.491,0.493333,0.491,0.984297,0.973684,1,0.101,0.496222,0.678667,0.337778,0.509,1.347155,0.680699,"sKizzo"
"Qq2k3k3v100v100m1000s10",100,100,200,1000,6000,1,1,2,0,0,1000,101,111,3,3,100,1.511,1.489,15.085,30,15.11,22.615,30,15.11,447.52,0.497167,0.251,0.498,0.500838,0.248167,1.014775,1.011398,1,0.498,0.503667,0.498,1.001676,1.014775,1,0.111,0.497444,0.669333,0.330889,0.502,1.331859,0.665178,"sKizzo"
"Qq2k3k3v100v100m1000s2",100,100,200,1000,6000,1,1,2,0,0,1000,120,116,3,3,100,1.487,1.513,14.925,30,14.87,22.415,30,14.87,449.6,0.5025,0.249667,0.500667,0.498176,0.252167,0.982816,0.99005,1,0.500667,0.495667,0.500667,0.996352,0.982816,1,0.116,0.501889,0.665778,0.336222,0.499333,1.336605,0.669914,"sKizzo"
"Qq2k3k3v100v100m1000s3",100,100,200,1000,6000,1,1,2,0,0,1000,121,128,3,3,100,1.488,1.512,15.1,30,14.88,22.76,30,14.88,454.24,0.496667,0.255333,0.489333,0.492617,0.252,0.984127,1.013423,1,0.489333,0.496,0.489333,0.985235,0.984127,1,0.128,0.494222,0.680889,0.336,0.510667,1.346221,0.679856,"sKizzo"
"Qq2k3k3v100v100m1000s4",100,100,200,1000,6000,1,1,2,0,0,1000,127,119,3,3,100,1.507,1.493,14.845,30,15.07,22.155,30,15.07,449.06,0.505167,0.243667,0.512667,0.507423,0.248833,1.009377,0.979545,1,0.512667,0.502333,0.512667,1.014847,1.009377,1,0.119,0.507667,0.649778,0.331778,0.487333,1.319792,0.653535,"sKizzo"
"Qq2k3k3v100v100m1000s5",100,100,200,1000,6000,1,1,2,0,0,1000,117,114,3,3,100,1.482,1.518,14.84,30,14.82,22.27,30,14.82,446.72,0.505333,0.247667,0.504667,0.49934,0.253,0.976285,0.978892,1,0.504667,0.494,0.504667,0.998681,0.976285,1,0.114,0.505111,0.660444,0.337333,0.495333,1.334531,0.66784,"sKizzo"
"Qq2k3k3v100v100m1000s6",100,100,200,1000,6000,1,1,2,0,0,1000,109,130,3,3,100,1.54,1.46,15.23,30,15.4,22.76,30,15.4,450.46,0.492333,0.251,0.498,0.505755,0.243333,1.054795,1.031144,1,0.498,0.513333,0.498,1.01151,1.054795,1,0.13,0.494222,0.669333,0.324444,0.502,1.323374,0.656475,"sKizzo"
"Qq2k3k3v100v100m1000s7",100,100,200,1000,6000,1,1,2,0,0,1000,126,114,3,3,100,1.474,1.526,14.86,30,14.74,22.35,30,14.74,452.42,0.504667,0.249667,0.500667,0.496037,0.254333,0.965924,0.981506,1,0.500667,0.491333,0.500667,0.992074,0.965924,1,0.114,0.503333,0.665778,0.339111,0.499333,1.340492,0.673731,"sKizzo"
"Qq2k3k3v100v100m1000s8",100,100,200,1000,6000,1,1,2,0,0,1000,91,122,3,3,100,1.527,1.473,15.23,30,15.27,22.825,30,15.27,446.18,0.492333,0.253167,0.493667,0.501354,0.2455,1.03666,1.031144,1,0.493667,0.509,0.493667,1.002708,1.03666,1,0.122,0.492778,0.675111,0.327333,0.506333,1.330997,0.664262,"sKizzo"
"Qq2k3k3v100v100m1000s9",100,100,200,1000,6000,1,1,2,0,0,1000,110,110,3,3,100,1.467,1.533,14.85,30,14.67,22.365,30,14.67,449.98,0.505,0.2505,0.499,0.494059,0.2555,0.956947,0.980198,1,0.499,0.489,0.499,0.988119,0.956947,1,0.11,0.503,0.668,0.340667,0.501,1.344064,0.67727,"sKizzo"
"Qq2k3k3v100v100m1200s1",100,100,200,1200,7200,1,1,2,0,0,1200,125,126,3,3,100,1.4925,1.5075,18.12,36,17.91,27.285,36,17.91,648,0.496667,0.254583,0.490833,0.494128,0.25125,0.99005,1.013423,1,0.490833,0.4975,0.490833,0.988255,0.99005,1,0.105,0.494722,0.678889,0.335,0.509167,1.343595,0.677148,"sKizzo"
"Qq2k3k3v100v100m1200s10",100,100,200,1200,7200,1,1,2,0,0,1200,126,131,3,3,100,1.5025,1.4975,17.94,36,18.03,26.865,36,18.03,648.76,0.501667,0.247917,0.504167,0.502492,0.249583,1.003339,0.993355,1,0.504167,0.500833,0.504167,1.004983,1.003339,1,0.109167,0.5025,0.661111,0.332778,0.495833,1.328867,0.662244,"sKizzo"
"Qq2k3k3v100v100m1200s2",100,100,200,1200,7200,1,1,2,0,0,1200,153,142,3,3,100,1.476667,1.523333,17.895,36,17.72,26.93,36,17.72,648.66,0.502917,0.250972,0.498056,0.495167,0.253889,0.969365,0.988401,1,0.498056,0.492222,0.498056,0.990334,0.969365,1,0.118333,0.501296,0.669259,0.338519,0.501944,1.341998,0.675286,"sKizzo"
"Qq2k3k3v100v100m1200s3",100,100,200,1200,7200,1,1,2,0,0,1200,146,154,3,3,100,1.485,1.515,18.11,36,17.82,27.31,36,17.82,651.74,0.496944,0.255556,0.488889,0.491895,0.2525,0.980198,1.012297,1,0.488889,0.495,0.488889,0.98379,0.980198,1,0.128333,0.494259,0.681481,0.336667,0.511111,1.347492,0.681154,"sKizzo"
"Qq2k3k3v100v100m1200s4",100,100,200,1200,7200,1,1,2,0,0,1200,149,138,3,3,100,1.5075,1.4925,17.775,36,18.09,26.505,36,18.09,645.68,0.50625,0.2425,0.515,0.508642,0.24875,1.01005,0.975309,1,0.515,0.5025,0.515,1.017284,1.01005,1,0.115,0.509167,0.646667,0.331667,0.485,1.317487,0.651391,"sKizzo"
"Qq2k3k3v100v100m1200s5",100,100,200,1200,7200,1,1,2,0,0,1200,137,137,3,3,100,1.491667,1.508333,17.8,36,17.9,26.65,36,17.9,645.76,0.505556,0.245833,0.508333,0.502747,0.251389,0.98895,0.978022,1,0.508333,0.497222,0.508333,1.005495,0.98895,1,0.114167,0.506481,0.655556,0.335185,0.491667,1.32833,0.661792,"sKizzo"
"Qq2k3k3v100v100m1200s6",100,100,200,1200,7200,1,1,2,0,0,1200,131,152,3,3,100,1.5275,1.4725,18.21,36,18.33,27.255,36,18.33,651.3,0.494167,0.25125,0.4975,0.503373,0.245417,1.037351,1.023609,1,0.4975,0.509167,0.4975,1.006745,1.037351,1,0.126667,0.495278,0.67,0.327222,0.5025,1.327463,0.660684,"sKizzo"
"Qq2k3k3v100v100m1200s7",100,100,200,1200,7200,1,1,2,0,0,1200,141,139,3,3,100,1.500833,1.499167,18.02,36,18.01,27.035,36,18.01,649.58,0.499444,0.250417,0.499167,0.499722,0.249861,1.001112,1.002225,1,0.499167,0.500278,0.499167,0.999444,1.001112,1,0.115833,0.499352,0.667778,0.333148,0.500833,1.333827,0.667161,"sKizzo"
"Qq2k3k3v100v100m1200s8",100,100,200,1200,7200,1,1,2,0,0,1200,103,150,3,3,100,1.536667,1.463333,18.485,36,18.44,27.75,36,18.44,644.7,0.486528,0.257361,0.485278,0.498715,0.243889,1.050114,1.055381,1,0.485278,0.512222,0.485278,0.997431,1.050114,1,0.125,0.486111,0.686296,0.325185,0.514722,1.335495,0.668952,"sKizzo"
