"id","Variable.Count","VPOPS.Mean","POPS.Count","PSS.Maximum","PSS.Mean","PSS.Standard.Deviation","VPOPS.Maximum","VPOPS.Standard.Deviation","Pattern.database.lower.bound.In.degree.Maximum","Pattern.database.lower.bound.In.degree.Mean","Pattern.database.lower.bound.In.degree.Standard.Deviation","Pattern.database.lower.bound.Leaf.Count","Pattern.database.lower.bound.NTC.Count","Pattern.database.lower.bound.NTC.Max","Pattern.database.lower.bound.NTC.Mean","Pattern.database.lower.bound.NTC.Standard.Deviation","Pattern.database.lower.bound.Out.degree.Maximum","Pattern.database.lower.bound.Out.degree.Mean","Pattern.database.lower.bound.Out.degree.Standard.Deviation","Pattern.database.lower.bound.Root.Count","Pattern.database.lower.bound.Total.Degree.Maximum","Pattern.database.lower.bound.Total.Degree.Mean","Pattern.database.lower.bound.Total.Degree.Standard.Deviation","Simple.lower.bound.In.degree.Maximum","Simple.lower.bound.In.degree.Mean","Simple.lower.bound.In.degree.Standard.Deviation","Simple.lower.bound.Leaf.Count","Simple.lower.bound.NTC.Count","Simple.lower.bound.NTC.Max","Simple.lower.bound.NTC.Mean","Simple.lower.bound.NTC.Standard.Deviation","Simple.lower.bound.Out.degree.Maximum","Simple.lower.bound.Out.degree.Mean","Simple.lower.bound.Out.degree.Standard.Deviation","Simple.lower.bound.Root.Count","Simple.lower.bound.Total.Degree.Maximum","Simple.lower.bound.Total.Degree.Mean","Simple.lower.bound.Total.Degree.Standard.Deviation","Greedy.hill.climbing.Error.bound","Greedy.hill.climbing.In.degree.Maximum","Greedy.hill.climbing.In.degree.Mean","Greedy.hill.climbing.In.degree.Standard.Deviation","Greedy.hill.climbing.Leaf.Count","Greedy.hill.climbing.Out.degree.Maximum","Greedy.hill.climbing.Out.degree.Mean","Greedy.hill.climbing.Out.degree.Standard.Deviation","Greedy.hill.climbing.Root.Count","Greedy.hill.climbing.Total.Degree.Maximum","Greedy.hill.climbing.Total.Degree.Mean","Greedy.hill.climbing.Total.Degree.Standard.Deviation","Anytime.window.A..Error.bound","Anytime.window.A..In.degree.Maximum","Anytime.window.A..In.degree.Mean","Anytime.window.A..In.degree.Standard.Deviation","Anytime.window.A..Leaf.Count","Anytime.window.A..Out.degree.Maximum","Anytime.window.A..Out.degree.Mean","Anytime.window.A..Out.degree.Standard.Deviation","Anytime.window.A..Root.Count","Anytime.window.A..Total.Degree.Maximum","Anytime.window.A..Total.Degree.Mean","Anytime.window.A..Total.Degree.Standard.Deviation","GOBNILP.Error.bound","GOBNILP.In.degree.Maximum","GOBNILP.In.degree.Mean","GOBNILP.In.degree.Standard.Deviation","GOBNILP.Leaf.Count","GOBNILP.Out.degree.Maximum","GOBNILP.Out.degree.Mean","GOBNILP.Out.degree.Standard.Deviation","GOBNILP.Root.Count","GOBNILP.Total.Degree.Maximum","GOBNILP.Total.Degree.Mean","GOBNILP.Total.Degree.Standard.Deviation","CPBayes.Error.bound","CPBayes.In.degree.Maximum","CPBayes.In.degree.Mean","CPBayes.In.degree.Standard.Deviation","CPBayes.Leaf.Count","CPBayes.Out.degree.Maximum","CPBayes.Out.degree.Mean","CPBayes.Out.degree.Standard.Deviation","CPBayes.Root.Count","CPBayes.Total.Degree.Maximum","CPBayes.Total.Degree.Mean","CPBayes.Total.Degree.Standard.Deviation","basic","basic_extended","lower_bounding","greedy_probing","A._probing","ILP_probing","CP_probing","Class"
"alarm_1000_bdeu-10-6",37,151.43,5603,5,2.49,0.83,406,115.21,4,2.57,0.65,5,4,20,7.75,8.34,6,2.57,1.8,0,10,5.14,2.16,4,2.89,0.84,2,1,35,35,0,8,2.89,1.93,0,12,5.78,2.52,38.65,4,2.19,0.88,8,10,2.19,2.22,2,12,4.38,2.13,35.71,4,2.24,0.83,10,11,2.24,2.43,2,13,4.49,2.56,4.43,3,2.03,0.64,13,7,2.03,2.06,1,9,4.05,2.01,-1,4,2.89,0.84,2,8,2.89,1.93,0,12,5.78,2.52,0,0,0,5,5,5,6,"astar.comp"
"alarm_1000_bdeu-100-2",37,515.59,19077,2,1.93,0.26,664,114.78,2,2,0,10,6,6,4,1.79,7,2,1.83,0,9,4,1.83,2,2,0,7,9,6,3.11,1.54,7,2,1.84,0,9,4,1.84,27.49,2,1.92,0.36,9,11,1.92,2.17,1,11,3.84,1.94,22.35,2,1.92,0.36,10,11,1.92,2.45,1,11,3.84,2.18,3.86,2,1.92,0.36,14,11,1.92,2.38,1,12,3.84,2.25,6.5,2,1.92,0.36,11,8,1.92,2.22,1,10,3.84,2.08,0,0,0,4,5,5,6,"astar.comp"
"alarm_1000_bdeu-100-3",37,3842.65,142178,3,2.86,0.38,7191,1585.32,3,3,0,6,7,6,4.29,1.7,9,3,2.69,0,12,6,2.69,3,3,0,3,5,16,6.8,5.36,11,3,2.51,0,14,6,2.51,33.96,3,2.84,0.6,7,13,2.84,3.31,1,15,5.68,3.08,28.73,3,2.84,0.6,7,13,2.84,3.14,1,16,5.68,3.11,-1,3,3,0,3,11,3,2.51,0,14,6,2.51,-1,3,3,0,3,11,3,2.51,0,14,6,2.51,0,0,0,5,5,6,6,"astar.comp"
"alarm_1000_bic",37,27.08,1002,3,1.61,0.63,104,21.5,2,1.65,0.54,9,8,6,3,1.51,6,1.65,1.4,1,8,3.3,1.71,2,1.7,0.52,8,9,6,3.11,1.45,6,1.7,1.41,1,8,3.41,1.74,26.34,2,1.24,0.64,15,4,1.24,1.34,4,6,2.49,1.33,22.32,2,1.22,0.71,13,4,1.22,1.16,6,5,2.43,1.28,0,2,1.22,0.71,14,4,1.22,1.2,6,5,2.43,1.28,3.7,2,1.24,0.68,16,4,1.24,1.3,5,5,2.49,1.26,0,0,0,2,5,1,6,"ilp.141"
"alarm_1000_bic-2",37,26,962,2,1.55,0.57,76,18.78,2,1.65,0.54,9,8,6,3,1.51,6,1.65,1.4,1,8,3.3,1.71,2,1.7,0.52,8,9,6,3.11,1.45,6,1.7,1.41,1,8,3.41,1.74,26.18,2,1.3,0.62,15,5,1.3,1.37,3,5,2.59,1.24,22.96,2,1.22,0.71,13,4,1.22,1.16,6,5,2.43,1.28,0,2,1.22,0.71,14,4,1.22,1.2,6,5,2.43,1.28,3.7,2,1.24,0.68,16,4,1.24,1.3,5,5,2.49,1.26,0,0,0,2,5,1,6,"ilp.141"
"alarm_100_bdeu-0.1-2",37,13.46,498,2,1.53,0.63,41,9.51,2,1.65,0.59,4,9,4,2.56,0.88,4,1.65,1.16,2,6,3.3,1.33,2,1.76,0.49,6,8,6,3.38,1.77,6,1.76,1.28,1,8,3.51,1.54,22.35,2,1.46,0.73,11,5,1.46,1.45,5,7,2.92,1.48,20.27,2,1.3,0.78,10,4,1.3,1.05,7,5,2.59,1.09,0,2,1.38,0.76,7,5,1.38,1.09,6,5,2.76,1.14,0.2,2,1.38,0.72,12,5,1.38,1.36,5,6,2.76,1.32,0,0,0,1,5,0,0,"ilp.141"
"alarm_100_bdeu-0.1-3",37,28.3,1047,3,2.3,0.86,121,28.88,3,2.08,0.89,4,4,20,7.75,8.26,6,2.08,1.32,2,8,4.16,1.64,3,2.22,0.75,5,3,26,10,13.86,6,2.22,1.36,1,9,4.43,1.74,27.57,3,1.59,1.09,8,4,1.59,1.32,8,7,3.19,1.58,23.42,3,1.62,1.21,8,4,1.62,1.23,9,6,3.24,1.5,0,3,1.73,1.15,8,5,1.73,1.35,7,7,3.46,1.41,-1,3,2.22,0.75,5,6,2.22,1.36,1,9,4.43,1.74,0,0,0,1,5,2,6,"ilp.141"
"alarm_100_bdeu-0.1-4",37,59.22,2191,4,3.19,1.04,357,86.05,4,2.27,1.07,4,2,27,15.5,16.26,6,2.27,1.41,2,8,4.54,1.79,4,2.51,1.04,4,2,30,16,19.8,7,2.51,1.54,1,10,5.03,2.02,27.17,4,1.78,1.29,8,6,1.78,1.57,7,8,3.57,1.77,23,4,1.78,1.47,5,4,1.78,1.16,9,7,3.57,1.54,2.07,4,1.76,1.3,7,6,1.76,1.44,6,6,3.51,1.61,-1,4,2.51,1.04,4,7,2.51,1.54,1,10,5.03,2.02,0,0,0,1,5,3,6,"ilp.141"
"alarm_100_bdeu-0.1-5",37,123.19,4558,5,4.13,1.16,931,224.7,5,2.54,1.46,3,1,31,31,0,5,2.54,1.45,2,8,5.08,1.83,5,2.7,1.31,3,1,33,33,0,7,2.7,1.53,1,10,5.41,2.05,27.88,5,1.92,1.48,8,7,1.92,1.62,8,9,3.84,2.18,23.64,5,2.11,1.85,3,5,2.11,1.31,10,7,4.22,1.7,0,5,2.03,1.76,5,6,2.03,1.46,10,8,4.05,1.94,-1,5,2.7,1.31,3,7,2.7,1.53,1,10,5.41,2.05,0,0,0,2,5,1,6,"ilp.141"
"alarm_100_bdeu-0.1-6",37,231.81,8577,6,5.01,1.26,1744,468.47,6,2.59,1.57,2,1,33,33,0,6,2.59,1.4,2,8,5.19,1.87,6,2.78,1.47,2,1,34,34,0,7,2.78,1.51,1,10,5.57,2.17,28.09,5,1.81,1.37,9,5,1.81,1.47,8,7,3.62,1.91,23.38,6,2.05,2,4,5,2.05,1.27,10,9,4.11,1.93,3.78,6,1.84,1.57,9,5,1.84,1.46,9,7,3.68,1.7,-1,6,2.78,1.47,2,7,2.78,1.51,1,10,5.57,2.17,0,0,0,2,5,5,6,"ilp.141"
"alarm_100_bdeu-1-2",37,16.43,608,2,1.53,0.61,48,10.16,2,1.78,0.48,2,7,12,4.14,3.58,4,1.78,1.11,1,6,3.57,1.32,2,1.86,0.35,5,9,6,3.56,1.67,6,1.86,1.29,0,8,3.73,1.48,24.38,2,1.46,0.73,8,5,1.46,1.24,5,6,2.92,1.23,21.81,2,1.46,0.73,9,5,1.46,1.24,5,5,2.92,1.14,0,2,1.43,0.73,10,4,1.43,1.26,5,5,2.86,1.25,0.5,2,1.38,0.79,12,5,1.38,1.34,7,5,2.76,1.21,0,0,0,1,5,0,2,"ilp.141"
"alarm_100_bdeu-1-3",37,25.49,943,3,2.05,0.86,93,21.52,3,2.19,0.78,4,3,26,10.67,13.32,6,2.19,1.47,1,8,4.38,1.72,3,2.24,0.64,4,7,14,4.71,4.64,6,2.24,1.4,0,9,4.49,1.77,27.49,3,1.7,0.94,9,5,1.7,1.49,5,7,3.41,1.52,25.4,3,1.59,0.96,9,4,1.59,1.21,6,6,3.19,1.27,0,3,1.62,0.98,10,5,1.62,1.32,6,7,3.24,1.42,2.2,3,1.65,1.03,12,5,1.65,1.53,6,7,3.3,1.33,0,0,0,2,5,1,6,"ilp.141"
"alarm_100_bdeu-1-4",37,36.19,1339,4,2.63,1.15,148,41.74,4,2.32,0.91,3,4,25,8.25,11.21,6,2.32,1.43,1,8,4.65,1.64,4,2.46,0.84,4,6,21,5.5,7.61,7,2.46,1.57,0,10,4.92,1.85,27.41,4,1.76,1.04,8,5,1.76,1.46,5,7,3.51,1.45,25.51,4,1.76,1.26,6,4,1.76,1.19,7,7,3.51,1.41,0,4,1.81,1.22,9,6,1.81,1.45,6,8,3.62,1.66,-1,4,2.46,0.84,4,7,2.46,1.57,0,10,4.92,1.85,0,0,0,2,5,2,6,"ilp.141"
"alarm_100_bdeu-1-5",37,54.35,2011,5,3.42,1.46,309,83.61,5,2.41,1.04,2,3,28,11.33,14.47,6,2.41,1.32,1,8,4.81,1.65,5,2.51,0.93,4,4,25,8.25,11.18,7,2.51,1.57,0,10,5.03,1.92,27.7,5,1.86,1.18,5,6,1.86,1.42,5,8,3.73,1.68,24.92,5,1.81,1.35,6,4,1.81,1.17,7,8,3.62,1.52,0,5,1.89,1.37,8,6,1.89,1.47,6,8,3.78,1.7,-1,5,2.51,0.93,4,7,2.51,1.57,0,10,5.03,1.92,0,0,0,2,5,2,6,"ilp.141"
"alarm_100_bdeu-1-6",37,78.62,2909,6,4.22,1.7,532,140.81,5,2.41,1.04,2,3,28,11.33,14.47,6,2.41,1.32,1,8,4.81,1.65,5,2.51,0.93,4,4,25,8.25,11.18,7,2.51,1.57,0,10,5.03,1.92,27.21,4,1.81,1.17,6,6,1.81,1.37,5,8,3.62,1.5,25.67,6,1.86,1.48,6,5,1.86,1.27,7,9,3.73,1.66,0,5,1.89,1.37,8,6,1.89,1.47,6,8,3.78,1.7,-1,5,2.51,0.93,4,7,2.51,1.57,0,10,5.03,1.92,0,0,0,2,5,2,6,"ilp.141"
"alarm_100_bdeu-10-2",37,97.08,3592,2,1.8,0.43,300,59.39,2,2,0,7,11,5,2.55,1.04,7,2,1.84,0,9,4,1.84,2,2,0,4,12,4,2.75,0.97,7,2,1.73,0,9,4,1.73,23.95,2,1.89,0.39,10,10,1.89,2.21,1,12,3.78,2.07,19.33,2,1.92,0.36,13,12,1.92,2.44,1,14,3.84,2.33,1.72,2,1.86,0.42,15,10,1.86,2.32,1,12,3.73,2.23,7.2,2,1.86,0.48,13,13,1.86,2.47,2,13,3.73,2.22,0,0,0,3,5,5,6,"ilp.141.nc"
"alarm_100_bdeu-10-3",37,194.54,7198,3,2.4,0.67,875,168.97,3,2.81,0.4,4,2,31,16.5,20.51,12,2.81,2.33,0,15,5.62,2.5,3,2.81,0.4,2,3,31,11.67,16.74,13,2.81,2.41,0,16,5.62,2.58,27.63,3,2.54,0.73,8,17,2.54,3.16,1,19,5.08,2.98,23.88,3,2.49,0.69,11,19,2.49,3.36,1,21,4.97,3.17,6.38,3,2.35,0.72,10,14,2.35,2.74,1,16,4.7,2.48,-1,3,2.81,0.4,2,13,2.81,2.41,0,16,5.62,2.58,0,0,0,4,5,5,6,"ilp.141.nc"
"alarm_100_bdeu-10-4",37,231.76,8575,4,2.66,0.85,1148,219.56,4,3.24,0.76,3,2,32,17,21.21,16,3.24,2.92,0,20,6.49,3.23,4,3.32,0.78,3,1,34,34,0,18,3.32,3.07,0,22,6.65,3.45,28.01,4,2.84,1.04,7,21,2.84,3.66,1,22,5.68,3.28,24.59,4,2.68,0.97,12,20,2.68,3.58,1,22,5.35,3.38,4.83,4,2.65,1.14,11,11,2.65,2.77,2,14,5.3,2.64,-1,4,3.32,0.78,3,18,3.32,3.07,0,22,6.65,3.45,0,0,0,4,5,5,6,"ilp.141"
"alarm_100_bdeu-10-5",37,242.51,8973,5,2.76,0.96,1193,228.99,5,3.41,0.93,3,1,34,34,0,16,3.41,2.96,0,21,6.81,3.46,5,3.51,1.02,3,1,34,34,0,19,3.51,3.3,0,24,7.03,3.88,28.27,5,2.84,1.17,6,21,2.84,3.78,1,23,5.68,3.54,24.71,5,2.7,1.02,12,20,2.7,3.57,1,22,5.41,3.37,7.37,5,2.73,0.99,9,20,2.73,3.53,1,22,5.46,3.31,-1,5,3.51,1.02,3,19,3.51,3.3,0,24,7.03,3.88,0,0,0,4,5,5,6,"ilp.141"
"alarm_100_bdeu-10-6",37,248.19,9183,6,2.83,1.07,1193,233.39,5,3.41,0.93,3,1,34,34,0,16,3.41,2.96,0,21,6.81,3.46,5,3.51,1.02,3,1,34,34,0,19,3.51,3.3,0,24,7.03,3.88,28.01,5,2.97,1.21,6,23,2.97,4.11,1,24,5.95,3.74,24.71,5,2.7,1.02,12,20,2.7,3.57,1,22,5.41,3.37,8.65,5,2.62,1.01,10,17,2.62,3.37,1,20,5.24,3.25,-1,5,3.51,1.02,3,19,3.51,3.3,0,24,7.03,3.88,0,0,0,4,5,5,6,"ilp.141"
"alarm_100_bdeu-100-2",37,544.35,20141,2,1.93,0.26,663,105.41,2,2,0,8,8,6,2.75,1.49,16,2,3,0,18,4,3,2,2,0,9,9,6,2.78,1.39,15,2,2.84,0,17,4,2.84,13.14,2,1.92,0.36,12,18,1.92,3.18,1,18,3.84,2.9,7.93,2,1.92,0.36,14,12,1.92,2.68,1,14,3.84,2.64,3.16,2,1.92,0.36,14,15,1.92,2.92,1,17,3.84,2.9,2.5,2,1.92,0.36,14,14,1.92,2.88,1,16,3.84,2.77,0,0,0,4,5,5,6,"astar.comp"
"alarm_100_bdeu-100-3",37,4411.08,163210,3,2.87,0.36,6955,1543.05,3,3,0,7,9,8,2.67,2,17,3,3.66,0,20,6,3.66,3,3,0,7,8,8,3.5,2.33,17,3,3.66,0,20,6,3.66,20.88,3,2.84,0.6,9,21,2.84,4.17,1,23,5.68,3.82,13.56,3,2.84,0.6,9,19,2.84,3.79,1,22,5.68,3.61,-1,3,3,0,7,17,3,3.66,0,20,6,3.66,-1,3,3,0,7,17,3,3.66,0,20,6,3.66,0,0,0,5,5,8,6,"astar.comp"
"alarm_100_bic",37,6.05,224,2,0.96,0.53,15,3.59,2,1,0.41,13,7,3,2.14,0.38,4,1,1,3,5,2,1.15,2,1.08,0.49,14,10,3,2.2,0.42,5,1.08,1.16,3,6,2.16,1.38,11.77,1,0.86,0.35,16,3,0.86,0.98,5,4,1.73,1.02,10.88,1,0.81,0.4,17,3,0.81,0.94,7,4,1.62,1.06,0,1,0.86,0.35,16,4,0.86,1,5,4,1.73,1.02,0,1,0.84,0.37,18,3,0.84,0.96,6,4,1.68,1,0,0,0,1,5,0,0,"ilp.141"
"anneal_bdeu-0.1-2",32,74.81,2394,2,1.8,0.43,255,70.86,2,1.84,0.37,10,2,4,4,0,8,1.84,2.23,0,10,3.69,2.36,2,1.84,0.37,10,5,5,3,1.22,8,1.84,2.2,0,10,3.69,2.26,6.58,2,1.75,0.51,12,7,1.75,2.09,1,8,3.5,2.14,4.83,2,1.53,0.62,13,7,1.53,1.83,2,9,3.06,2.05,1.63,2,1.72,0.52,16,10,1.72,2.76,1,11,3.44,2.63,1.1,2,1.72,0.52,13,7,1.72,2.08,1,8,3.44,2.14,0,0,0,2,5,5,1,"cpbayes"
"anneal_bdeu-0.1-3",32,235.31,7530,3,2.62,0.61,1249,315.31,3,2.47,0.72,9,1,15,15,0,11,2.47,3.06,0,14,4.94,3.44,3,2.47,0.72,7,3,10,7,3.61,9,2.47,2.64,0,12,4.94,2.96,7.6,3,2.25,0.88,11,11,2.25,2.92,1,12,4.5,2.87,7.54,3,2.03,1.09,12,8,2.03,2.31,4,11,4.06,2.86,3.2,3,2.09,0.96,13,9,2.09,2.79,3,11,4.19,3.13,1.4,3,2.19,0.9,12,11,2.19,2.8,1,11,4.38,2.85,0,0,0,2,5,5,6,"cpbayes"
"anneal_bdeu-0.1-4",32,511.22,16359,4,3.36,0.8,3633,835.47,4,2.78,1.1,8,1,21,21,0,10,2.78,2.72,0,14,5.56,3.48,4,2.84,1.05,7,2,19,11,11.31,9,2.84,2.86,0,13,5.69,3.5,8.84,4,2.44,1.19,11,9,2.44,2.66,1,12,4.88,3.01,8.72,4,2.13,1.34,9,8,2.13,2.08,4,10,4.25,2.79,4.82,4,2.37,1.1,12,10,2.38,3,1,11,4.75,3.29,3.3,4,2.38,1.16,13,11,2.38,3.01,1,11,4.75,3.04,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-0.1-5",32,824.25,26376,5,3.99,1.02,7077,1529.66,5,3.09,1.49,7,1,22,22,0,11,3.09,2.92,0,16,6.19,3.91,5,3.22,1.41,7,3,12,7.67,4.51,11,3.22,3.28,0,16,6.44,4.34,9.35,5,2.53,1.44,9,12,2.53,2.77,1,13,5.06,3.1,8.98,5,2.62,1.72,8,8,2.62,2.38,5,12,5.25,3.14,12.06,5,2.53,1.37,11,13,2.53,3.21,1,14,5.06,3.39,3.5,5,2.53,1.52,9,9,2.53,2.65,2,12,5.06,3.09,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-0.1-6",32,1066.31,34122,6,4.44,1.23,10308,2143.92,6,3.16,1.59,7,1,22,22,0,11,3.16,2.95,0,17,6.31,4.04,6,3.37,1.64,6,3,13,8,5,12,3.38,3.32,0,17,6.75,4.63,9.73,6,2.53,1.59,9,13,2.53,2.82,1,13,5.06,3.27,9,6,2.53,1.9,7,8,2.53,2.38,6,12,5.06,3.34,14.05,6,2.59,1.52,10,9,2.59,2.84,1,12,5.19,3.36,3.4,6,2.56,1.66,9,9,2.56,2.72,2,12,5.12,3.23,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-1-2",32,100.22,3207,2,1.83,0.4,301,86.82,2,1.91,0.3,9,4,4,2.5,1,8,1.91,2.26,0,10,3.81,2.35,2,1.91,0.3,10,5,5,3.2,1.1,8,1.91,2.19,0,10,3.81,2.21,5.63,2,1.81,0.47,13,6,1.81,1.97,1,8,3.62,2.04,4.77,2,1.59,0.71,10,6,1.59,1.7,4,8,3.19,1.99,1.69,2,1.72,0.52,14,11,1.72,2.73,1,11,3.44,2.55,3.1,2,1.81,0.47,13,8,1.81,2.21,1,8,3.62,2.04,0,0,0,2,5,5,6,"ilp.162"
"anneal_bdeu-1-3",32,336.28,10761,3,2.65,0.58,1625,423.73,3,2.53,0.67,10,1,15,15,0,11,2.53,3.15,0,14,5.06,3.46,3,2.56,0.67,8,3,10,6.33,3.51,9,2.56,2.83,0,12,5.12,3.06,8.28,3,2.34,0.87,11,11,2.34,2.9,1,11,4.69,2.81,7.81,3,2,1.08,10,8,2,2.26,4,11,4,2.75,4.06,3,2.22,0.87,14,12,2.22,3.41,1,15,4.44,3.5,2,3,2.31,0.86,12,11,2.31,3,1,11,4.62,2.92,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-1-4",32,727.34,23275,4,3.38,0.78,4861,1145.36,4,2.81,1,8,1,21,21,0,11,2.81,2.89,0,15,5.62,3.56,4,2.88,0.98,8,2,17,10,9.9,9,2.87,3.05,0,13,5.75,3.6,9.86,4,2.69,1.2,10,13,2.69,3.14,1,13,5.37,3.07,9.1,4,2.34,1.41,12,9,2.34,2.77,4,12,4.69,3.41,16.76,4,2.59,1.21,14,18,2.59,3.97,1,18,5.19,3.78,3,4,2.44,1.11,10,9,2.44,3,1,12,4.88,3.29,0,0,0,4,5,5,6,"astar.comp"
"anneal_bdeu-1-5",32,1148.03,36737,5,3.97,1,9515,2083.84,5,3.16,1.44,6,1,23,23,0,12,3.16,3.01,0,17,6.31,3.99,5,3.28,1.35,7,3,18,7.67,8.96,10,3.28,3.3,0,15,6.56,4.26,9.71,5,2.72,1.37,11,12,2.72,3.14,1,12,5.44,3.23,9.13,5,2.53,1.68,8,8,2.53,2.46,4,12,5.06,3.16,14.57,5,2.53,1.37,11,9,2.53,2.96,1,14,5.06,3.44,4.4,5,2.56,1.41,9,13,2.56,2.86,1,14,5.13,3.14,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-1-6",32,1455.72,46583,6,4.4,1.21,13739,2880.64,6,3.25,1.59,6,1,23,23,0,12,3.25,3.05,0,18,6.5,4.21,6,3.41,1.54,6,3,19,8,9.54,10,3.41,3.33,0,16,6.81,4.51,10.41,6,2.84,1.63,11,13,2.84,3.18,3,14,5.69,3.51,9.23,6,2.78,1.93,6,9,2.78,2.64,4,12,5.56,3.44,-1,6,3.41,1.54,6,10,3.41,3.33,0,16,6.81,4.51,3.7,6,2.56,1.61,9,10,2.56,2.75,3,13,5.12,3.28,0,0,0,3,5,9,6,"astar.comp"
"anneal_bdeu-10-2",32,281.97,9023,2,1.91,0.3,434,78.45,2,2,0,8,4,4,2.75,0.96,10,2,2.4,0,12,4,2.4,2,2,0,8,5,6,3.8,1.64,10,2,2.33,0,12,4,2.33,6.5,2,1.91,0.39,8,8,1.91,1.99,1,9,3.81,1.89,5.12,2,1.84,0.51,9,6,1.84,1.8,2,7,3.69,1.67,2.39,2,1.91,0.39,14,14,1.91,3.19,1,14,3.81,2.86,3.4,2,1.88,0.42,9,8,1.88,2.17,1,10,3.75,2.08,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-10-5",32,4919.97,157439,5,3.94,0.89,19304,4338.78,5,3.97,1.06,4,2,24,13,15.56,11,3.97,3.47,0,16,7.94,3.95,5,4.25,0.92,4,1,28,28,0,12,4.25,3.74,0,17,8.5,4.28,12.06,5,3.41,1.19,5,10,3.41,2.92,1,13,6.81,2.76,10.21,5,3.44,1.5,5,12,3.44,2.71,1,13,6.88,2.67,-1,5,4.25,0.92,4,12,4.25,3.74,0,17,8.5,4.28,-1,5,4.25,0.92,4,12,4.25,3.74,0,17,8.5,4.28,0,0,0,5,5,8,6,"astar.comp"
"anneal_bdeu-100-2",32,476.12,15236,2,1.93,0.26,497,19.56,2,2,0,15,3,7,4,2.65,8,2,2.62,0,10,4,2.62,2,2,0,14,5,5,2.6,1.34,8,2,2.53,0,10,4,2.53,7.02,2,1.91,0.39,13,6,1.91,2.25,1,8,3.81,2.15,3.05,2,1.91,0.39,13,10,1.91,2.52,1,11,3.81,2.44,3.43,2,1.91,0.39,16,10,1.91,2.87,1,11,3.81,2.71,2.7,2,1.91,0.39,15,7,1.91,2.48,1,9,3.81,2.32,0,0,0,3,5,5,6,"astar.comp"
"anneal_bdeu-100-3",32,4284.69,137110,3,2.88,0.35,4781,505.86,3,3,0,7,5,10,3.8,3.49,13,3,3.66,0,16,6,3.66,3,3,0,7,5,10,4.2,3.27,13,3,3.58,0,16,6,3.58,12.28,3,2.81,0.64,6,10,2.81,2.97,1,12,5.62,2.84,8.22,3,2.81,0.64,10,10,2.81,3.23,1,13,5.62,3.07,-1,3,3,0,7,13,3,3.58,0,16,6,3.58,-1,3,3,0,7,13,3,3.58,0,16,6,3.58,0,0,0,5,5,6,6,"astar.comp"
"anneal_bic",32,22.91,733,3,1.54,0.66,94,23.29,3,1.31,0.64,15,1,11,11,0,8,1.31,1.87,2,10,2.62,2.21,3,1.37,0.66,14,6,4,2.5,0.84,6,1.38,1.72,2,8,2.75,1.95,2.54,2,1.25,0.62,17,9,1.25,2,3,9,2.5,2.11,1.87,2,1.16,0.57,15,7,1.16,1.8,3,8,2.31,1.86,0,3,1.25,0.67,15,7,1.25,1.7,3,8,2.5,1.83,0.8,2,1.25,0.62,17,9,1.25,2.03,3,9,2.5,2.14,0,0,0,1,5,0,0,"cpbayes"
"anneal_bic-2",32,21.78,697,2,1.46,0.58,82,21.34,2,1.31,0.59,16,1,10,10,0,7,1.31,1.82,2,9,2.62,2.12,2,1.34,0.6,14,6,4,2.5,0.84,6,1.34,1.68,2,8,2.69,1.93,2.63,2,1.25,0.62,15,7,1.25,1.81,3,9,2.5,2.08,1.84,2,1.16,0.57,15,7,1.16,1.8,3,8,2.31,1.86,0,2,1.22,0.61,15,7,1.22,1.68,3,8,2.44,1.81,0.7,2,1.25,0.62,17,9,1.25,2.03,3,9,2.5,2.14,0,0,0,1,5,0,0,"cpbayes"
"audiology_63_bdeu-0.1-2",63,8.86,558,2,1.44,0.69,73,13.43,2,1.17,0.79,31,8,8,3.25,2.12,6,1.17,1.65,15,8,2.35,2.17,2,1.19,0.8,31,7,9,4,3.42,6,1.19,1.62,15,8,2.38,2.18,6.01,2,1.03,0.8,35,5,1.03,1.5,19,7,2.06,1.94,6.54,2,0.83,0.85,33,5,0.83,1.17,29,7,1.65,1.72,0,2,1.08,0.81,35,6,1.08,1.63,18,8,2.16,2.07,1,2,1.06,0.8,36,7,1.06,1.67,18,9,2.13,2.04,0,0,0,3,5,0,6,"ilp.141"
"audiology_63_bdeu-0.1-3",63,17.17,1082,3,2.2,0.92,201,34.82,3,1.63,1.18,25,3,29,11,15.59,8,1.63,2.02,13,11,3.27,2.93,3,1.65,1.18,23,5,29,7.4,12.07,8,1.65,2,13,11,3.3,2.91,7.17,3,1.16,1.03,32,7,1.16,1.61,19,8,2.32,2.17,7.23,3,1.06,1.19,30,6,1.06,1.38,29,9,2.13,2.11,1.17,3,1.16,1.02,34,10,1.16,1.97,19,10,2.32,2.3,-1,3,1.65,1.18,23,8,1.65,2,13,11,3.3,2.91,0,0,0,3,5,5,6,"ilp.162"
