"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","aqua.s2v","caqe.minisat","caqe.picosat","depqbf.v2","ghostq.cegar","hiqqer3","iprover.QBF","iprover.QBF.bloqqer","squeezebf.struqs","struqs.10","aqua.s2v_success","caqe.minisat_success","caqe.picosat_success","depqbf.v2_success","ghostq.cegar_success","hiqqer3_success","iprover.QBF_success","iprover.QBF.bloqqer_success","squeezebf.struqs_success","struqs.10_success","base","Class"
"C6288.blif_0.10_0.20_0_0_inp_exact",4739,68,4807,14003,32688,8,7,15,0,9350,4653,9805,5346,2.321931,0.012426,592.375,0.006213,0.006213,2.932806,2.558824,1.279412,43.721864,20.882353,10.441176,261.314834,0.56871,0.428628,0.569078,0.99532,0.002662,1,0.758365,1.00895,0.574171,0.5,0.569078,1.009602,1,0.332286,0.381775,0.569076,0.43563,0.102908,0.430722,1.010922,0.180834,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.672,"xb.bid.qsts"
"C6288.blif_0.10_0.20_0_0_out_exact",4570,66,4636,13583,31766,2,1,3,0,9012,4571,9458,5081,2.32629,0.012368,2285,0.006184,0.006184,2.950388,2.545455,1.272727,8.420621,5.090909,2.545455,39.054705,0.569414,0.427942,0.569783,0.995356,0.002644,1,0.756192,1.009077,0.574955,0.5,0.569783,1.009731,1,0.336524,0.374071,0.572449,0.431859,0.129244,0.427284,1.010076,0.225773,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.628,"xb.bid.qsts"
"C6288.blif_0.10_0.20_0_1_inp_exact",4740,68,4808,14005,32692,8,7,15,0,9352,4653,9806,5348,2.321885,0.012424,592.5,0.006212,0.006212,2.93282,2.558824,1.279412,43.72213,20.882353,10.441176,261.272363,0.568671,0.428668,0.569039,0.99532,0.002661,1,0.758485,1.008947,0.57413,0.5,0.569039,1.009599,1,0.332238,0.381864,0.569037,0.435669,0.102917,0.430761,1.01092,0.180862,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.608,"xb.bid.qsts"
"C6288.blif_0.10_0.20_0_1_out_exact",4571,66,4637,13585,31770,2,1,3,0,9014,4571,9459,5083,2.326242,0.012367,2285.5,0.006183,0.006183,2.950399,2.545455,1.272727,8.420746,5.090909,2.545455,39.048786,0.569374,0.427982,0.569742,0.995356,0.002644,1,0.756316,1.009074,0.574913,0.5,0.569742,1.009728,1,0.336474,0.374163,0.572406,0.431901,0.129255,0.427326,1.010074,0.225809,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.688,"xb.bid.qsts"
"C6288.blif_0.10_1.00_0_0_inp_exact",4674,34,4708,13872,32425,2,1,3,0,9220,4652,9667,5209,2.331099,0.006344,2337,0.003172,0.003172,2.966653,2.588235,1.294118,8.880841,5.176471,2.588235,51.95935,0.569252,0.429391,0.569441,0.997616,0.001357,1,0.756691,1.004541,0.572026,0.5,0.569441,1.004873,1,0.335352,0.375505,0.569381,0.432839,0.1255,0.430494,1.005154,0.220415,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.664,"xb.bid.qsts"
"C6288.blif_0.10_1.00_0_0_out_exact",4620,34,4654,13733,32116,2,1,3,0,9112,4621,9553,5126,2.332193,0.006408,2310,0.003204,0.003204,2.971208,2.588235,1.294118,8.497636,5.176471,2.588235,39.180519,0.569436,0.429194,0.569627,0.997594,0.00137,1,0.756124,1.004599,0.572246,0.5,0.569627,1.004936,1,0.336489,0.373261,0.572343,0.429846,0.130257,0.427519,1.005118,0.227586,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.616,"xb.bid.qsts"
"C6288.blif_0.10_1.00_0_1_inp_exact",4675,34,4709,13874,32429,2,1,3,0,9222,4652,9668,5211,2.331051,0.006343,2337.5,0.003171,0.003171,2.96666,2.588235,1.294118,8.880866,5.176471,2.588235,51.950802,0.569213,0.42943,0.569401,0.997616,0.001357,1,0.756812,1.004539,0.571986,0.5,0.569401,1.004872,1,0.335303,0.375595,0.569341,0.432878,0.125511,0.430533,1.005153,0.22045,0.56,58.97,26.58,1800,2.97,1800,1800,1800,1800,1800,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.564,"aqua.f3v"
"C6288.blif_0.10_1.00_0_1_out_exact",4621,34,4655,13735,32120,2,1,3,0,9114,4621,9554,5128,2.332144,0.006407,2310.5,0.003203,0.003203,2.971214,2.588235,1.294118,8.497744,5.176471,2.588235,39.174638,0.569396,0.429234,0.569587,0.997594,0.00137,1,0.756247,1.004598,0.572206,0.5,0.569587,1.004934,1,0.33644,0.373353,0.572301,0.429887,0.130268,0.427561,1.005117,0.227622,0.35,364.55,76.8,28.31,2.92,1800,1800,1800,2.32,2.26,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE",0.728,"depqbf.v1"
"C880.blif_0.10_0.20_0_0_inp_exact",1030,16,1046,2644,6067,11,10,21,0,1988,656,2055,1557,2.274206,0.020424,93.636364,0.010212,0.010212,2.601338,3.375,1.6875,53.996176,44.25,22.125,240.473786,0.551508,0.444042,0.551971,0.991931,0.00445,1,0.81321,1.006495,0.555556,0.5,0.551971,1.007339,1,0.248109,0.58888,0.552048,0.452059,0.183549,0.447658,1.009169,0.332487,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.452,"ghostq.plain"
"C880.blif_0.10_0.20_0_0_out_exact",959,14,973,2484,5729,2,1,3,0,1846,638,1903,1423,2.288647,0.017713,479.5,0.008857,0.008857,2.632066,3.142857,1.571429,7.026721,6.285714,3.142857,25.586027,0.552976,0.443184,0.553386,0.993056,0.00384,1,0.808396,1.006806,0.557153,0.5,0.553386,1.007553,1,0.256844,0.572866,0.558761,0.444799,0.197354,0.440903,1.008069,0.353199,1800,1800,1800,1800,27.1,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.488,"qsts"
"C880.blif_0.10_0.20_0_1_inp_exact",1030,16,1046,2644,6067,11,10,21,0,1988,656,2054,1558,2.274206,0.020424,93.636364,0.010212,0.010212,2.602294,3.375,1.6875,54.016252,44.25,22.125,240.473786,0.551343,0.444206,0.551804,0.991928,0.00445,1,0.813752,1.006495,0.555388,0.5,0.551804,1.007337,1,0.248109,0.589259,0.551882,0.452228,0.183549,0.447825,1.009171,0.332587,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.448,"ghostq.plain"
"C880.blif_0.10_0.20_0_1_out_exact",959,14,973,2484,5729,2,1,3,0,1846,638,1903,1423,2.288647,0.017713,479.5,0.008857,0.008857,2.632066,3.142857,1.571429,7.026721,6.285714,3.142857,25.586027,0.552976,0.443184,0.553386,0.993056,0.00384,1,0.808396,1.006806,0.557153,0.5,0.553386,1.007553,1,0.256844,0.572866,0.558761,0.444799,0.197354,0.440903,1.008069,0.353199,1800,1800,1800,1800,27.01,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.492,"qsts"
"C880.blif_0.10_1.00_0_0_inp_exact",1009,13,1022,2610,6007,2,1,3,0,1945,665,2022,1515,2.283142,0.018391,504.5,0.009195,0.009195,2.629159,3.692308,1.846154,7.815068,7.384615,3.692308,34.799802,0.552689,0.443316,0.553113,0.992771,0.003995,1,0.809337,1.00479,0.555763,0.5,0.553113,1.005562,1,0.254789,0.58046,0.553125,0.449913,0.211131,0.446588,1.006797,0.381705,110.4,1800,1800,1800,38.21,1800,1800,1800,1800,1800,"TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.38,"ghostq.plain"
"C880.blif_0.10_1.00_0_0_out_exact",980,13,993,2548,5879,2,1,3,0,1887,661,1960,1457,2.288462,0.018838,490,0.009419,0.009419,2.643505,3.692308,1.846154,7.042296,7.384615,3.692308,25.95,0.553495,0.442422,0.553936,0.992624,0.004082,1,0.806699,1.004992,0.556701,0.5,0.553936,1.005792,1,0.259419,0.571821,0.559441,0.443339,0.230987,0.440198,1.00631,0.41289,1800,1800,1800,1800,0.33,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.396,"qsts"
"C880.blif_0.10_1.00_0_1_inp_exact",1009,13,1022,2610,6007,2,1,3,0,1945,665,2021,1516,2.283142,0.018391,504.5,0.009195,0.009195,2.630137,3.692308,1.846154,7.818004,7.384615,3.692308,34.799802,0.552522,0.443483,0.552945,0.992769,0.003995,1,0.809882,1.00479,0.555594,0.5,0.552945,1.00556,1,0.254789,0.580843,0.552957,0.450083,0.211131,0.446757,1.006799,0.381821,0.05,0.39,0.42,0.41,0.31,0.37,1800,1800,8.11,8.1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.54,"aqua.f3v"
"C880.blif_0.10_1.00_0_1_out_exact",980,13,993,2548,5879,2,1,3,0,1887,661,1959,1458,2.288462,0.018838,490,0.009419,0.009419,2.644512,3.692308,1.846154,7.045317,7.384615,3.692308,25.95,0.553325,0.442592,0.553764,0.992622,0.004082,1,0.807255,1.004992,0.556529,0.5,0.553764,1.00579,1,0.259419,0.572214,0.559252,0.443531,0.230987,0.440388,1.006313,0.413029,0.05,0.37,1.17,0.41,0.28,0.46,1800,1800,0.19,0.17,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.448,"aqua.f3v"
"CHAIN12v.13",913,12,925,4582,10302,2,1,3,14,3992,576,4150,2054,2.227412,0.020952,456.5,0.010476,0.010476,3.297297,8,4,9.217297,16,8,110.135816,0.703941,0.2914,0.705859,0.993381,0.004659,1,0.420574,1.003702,0.708473,0.5,0.705859,1.006438,1,0.125709,0.448276,0.712523,0.287976,0.249511,0.286092,1.001736,0.35018,0.01,0.03,0.03,0.11,1.24,0.04,0.45,0.06,0.02,0.02,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.424,"AIGSolve"
"CHAIN14v.15",1233,14,1247,6424,14400,2,1,3,16,5624,784,5836,2788,2.224159,0.017435,616.5,0.008717,0.008717,3.324779,8,4,9.300722,16,8,119.033252,0.712083,0.284028,0.713746,0.994539,0.003889,1,0.40433,1.003488,0.716236,0.5,0.713746,1.005831,1,0.122042,0.433998,0.720665,0.279779,0.24027,0.278138,1.001588,0.3334,0.02,0.05,0.05,0.11,1.9,0.04,0.67,0.08,0.02,0.03,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.576,"AIGSolve"
"CHAIN16v.17",1601,16,1617,8638,19306,2,1,3,18,7596,1024,7870,3634,2.22019,0.014818,800.5,0.007409,0.007409,3.345702,8,4,9.364255,16,8,127.713929,0.719776,0.276909,0.721243,0.995394,0.003315,1,0.389321,1.003297,0.723621,0.5,0.721243,1.005342,1,0.118546,0.420699,0.728356,0.27204,0.232069,0.270591,1.001456,0.318621,0.02,0.06,0.06,0.07,3.06,0.05,0.98,0.09,0.03,0.04,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.592,"AIGSolve"
"CHAIN17v.18",1803,17,1820,9892,22077,2,1,3,19,8717,1156,9025,4099,2.218055,0.013748,901.5,0.006874,0.006874,3.354396,8,4,9.390659,16,8,131.996118,0.723468,0.273452,0.724853,0.995743,0.00308,1,0.382231,1.00321,0.72718,0.5,0.724853,1.005131,1,0.116862,0.414375,0.732045,0.26833,0.228274,0.266962,1.001396,0.311831,0.02,0.07,0.07,0.11,8.2,0.05,1.14,0.1,0.03,0.05,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.54,"AIGSolve"
"CHAIN18v.19",2017,18,2035,11248,25068,2,1,3,20,9932,1296,10276,4592,2.215861,0.012802,1008.5,0.006401,0.006401,3.362162,8,4,9.414251,16,8,136.247893,0.727062,0.270065,0.728374,0.99605,0.002872,1,0.375398,1.003129,0.730653,0.5,0.728374,1.004938,1,0.11522,0.40825,0.735635,0.264719,0.224651,0.263425,1.001341,0.305384,0.03,0.09,0.08,0.12,3.8,0.05,1.33,0.11,0.04,0.06,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.712,"AIGSolve"
"CHAIN19v.20",2243,19,2262,12709,28285,2,1,3,21,11244,1444,11626,5113,2.213628,0.01196,1121.5,0.00598,0.00598,3.369142,8,4,9.435455,16,8,140.473919,0.730564,0.266749,0.73181,0.996322,0.002687,1,0.368806,1.003051,0.734043,0.5,0.73181,1.004762,1,0.11362,0.402313,0.739131,0.261205,0.221182,0.259977,1.001289,0.299246,0.03,0.1,0.1,0.11,23.08,0.06,1.55,0.12,0.04,0.08,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.656,"AIGSolve"
"CHAIN20v.21",2481,20,2501,14278,31734,2,1,3,22,12656,1600,13078,5662,2.211374,0.011206,1240.5,0.005603,0.005603,3.37545,8,4,9.454618,16,8,144.677952,0.733976,0.263503,0.735162,0.996565,0.002521,1,0.362442,1.002979,0.737352,0.5,0.735162,1.004599,1,0.112061,0.396554,0.742536,0.257783,0.217852,0.256616,1.00124,0.29339,0.03,0.11,0.11,0.11,20.78,0.06,1.8,0.14,0.04,0.09,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.628,"AIGSolve"
"CHAIN21v.22",2731,21,2752,15958,35421,2,1,3,23,14171,1764,14635,6239,2.209111,0.010528,1365.5,0.005264,0.005264,3.381177,8,4,9.47202,16,8,148.863054,0.737303,0.260326,0.738434,0.996784,0.002371,1,0.356295,1.00291,0.740583,0.5,0.738434,1.004448,1,0.11054,0.390964,0.745854,0.25445,0.21465,0.253338,1.001195,0.287791,0.04,0.13,0.12,0.11,12.63,0.06,2.07,0.15,0.05,0.11,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.676,"qesto"
"CHAIN22v.23",2993,22,3015,17752,39352,2,1,3,24,15792,1936,16300,6844,2.20685,0.009914,1496.5,0.004957,0.004957,3.386401,8,4,9.487894,16,8,153.031741,0.740547,0.257217,0.741628,0.99698,0.002236,1,0.350353,1.002845,0.743738,0.5,0.741628,1.004309,1,0.109058,0.385534,0.749088,0.251201,0.211564,0.250141,1.001153,0.282429,0.04,0.14,0.14,0.21,9.07,0.07,2.36,0.17,0.06,0.13,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.592,"qesto"
"CHAIN23v.24",3267,23,3290,19663,43533,2,1,3,25,17522,2116,18076,7477,2.204597,0.009358,1633.5,0.004679,0.004679,3.391185,8,4,9.502432,16,8,157.186103,0.743712,0.254175,0.744746,0.997158,0.002113,1,0.344607,1.002784,0.746819,0.5,0.744746,1.004178,1,0.107613,0.380257,0.752241,0.248035,0.208586,0.247021,1.001113,0.277286,0.05,0.16,0.15,0.21,67.24,0.07,2.74,0.18,0.06,0.15,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.876,"AIGSolve"
"Core1108_tbm_02.tex.moduleQ3.2S.000015",1426,195,1621,4968,14503,10,10,20,0,1388,3580,4105,1409,2.389895,0.529388,142.6,0.300926,0.228462,3.086983,13.487179,7.666667,32.279457,100.25641,64.487179,147.103787,0.654968,0.24195,0.704455,0.880514,0.07826,1.317181,0.526792,0.930607,0.655571,0.568441,0.704455,1.000921,1.317181,0.720612,0.283615,0.639411,0.311389,0.399572,0.316582,0.863558,0.624906,7.74,572.42,10.95,8.61,1800,18.52,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0.56,"depqbf.v1"
"Core1108_tbm_03.tex.moduleQ3.2S.000002",1356,220,1576,4358,12795,10,10,20,0,1243,3115,3623,1263,2.403626,0.532354,135.6,0.301744,0.23061,2.974619,10.545455,5.977273,31.221447,82.045455,51.477273,127.765487,0.633607,0.263619,0.677995,0.876033,0.078546,1.308458,0.578266,0.951503,0.645115,0.56681,0.677995,1.018162,1.308458,0.714777,0.289812,0.618122,0.341682,0.373888,0.341877,0.894741,0.604877,0.39,184.08,10.07,3.51,154.6,10.73,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.424,"aqua.s3o"
"Core1108_tbm_21.tex.module.000008",667,200,867,2118,5938,10,10,20,0,932,1186,1383,944,2.050519,0.753069,66.7,0.46034,0.292729,2.741638,7.975,4.875,32.462514,70.375,48.625,91.169415,0.599697,0.236106,0.677182,0.825892,0.104412,1.572581,0.667509,0.950699,0.643796,0.611285,0.677182,1.073535,1.572581,0.559962,0.445703,0.559856,0.374435,0.294898,0.36936,0.85071,0.526739,1800,1800,448.9,1800,1800,66.84,1800,1800,1800,1800,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0.344,"newJointClass"
"Core1108_tbm_21.tex.module.000026",577,195,772,1776,5002,10,10,20,0,752,1024,1206,764,2.039414,0.777027,57.7,0.456081,0.320946,2.632124,7.076923,4.153846,30.03886,59.487179,39.230769,90.433276,0.593762,0.244302,0.662617,0.808081,0.113954,1.421053,0.684175,0.968827,0.641962,0.586957,0.662617,1.081176,1.421053,0.576577,0.43018,0.55946,0.394981,0.297073,0.378655,0.896586,0.531,0.07,1.29,1.75,1.14,0.41,1.49,1800,5.85,19.41,19.59,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.36,"aqua.f3v"
"Core1108_tbm_21.tex.module.000027",577,200,777,1776,5002,10,10,20,0,752,1024,1206,764,2.039414,0.777027,57.7,0.456081,0.320946,2.615187,6.9,4.05,29.90991,58.25,38.5,90.433276,0.593762,0.244302,0.662617,0.808081,0.113954,1.421053,0.684175,0.975102,0.646119,0.586957,0.662617,1.088178,1.421053,0.576577,0.43018,0.55893,0.397162,0.291246,0.378655,0.900451,0.521078,0.07,7.02,10.53,2.31,0.41,6.49,1800,1800,28.46,28.45,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.344,"aqua.f3v"
"Core1108_tbm_21.tex.module.000030",587,200,787,1796,5052,10,10,20,0,772,1024,1216,784,2.033408,0.77951,58.7,0.45657,0.32294,2.620076,7,4.1,29.936468,59.25,38.5,89.437819,0.591845,0.245843,0.659912,0.80602,0.114806,1.413793,0.689632,0.969179,0.639573,0.585714,0.659912,1.080644,1.413793,0.570156,0.436526,0.558553,0.398421,0.305982,0.381985,0.902536,0.547811,214.48,1800,405.5,1800,1800,74.78,1800,1800,1800,1800,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0.452,"newJointClass"
"Umbrella_tbm_05.tex.module.000039",1406,280,1686,4389,12164,10,10,20,0,2132,2257,2491,2144,2.064024,0.70745,140.6,0.487583,0.219868,2.859431,11.089286,7.642857,36.749703,109.196429,86.25,78.186344,0.603667,0.220404,0.704051,0.868582,0.079332,2.217617,0.656544,0.893051,0.628753,0.689211,0.704051,1.041557,2.217617,0.51424,0.488494,0.5493,0.329803,0.281416,0.353695,0.731758,0.512318,1800,1800,1800,1800,1800,193.7,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0.508,"qsts"
"Umbrella_tbm_24.tex.module.000066",540,172,712,1552,4330,8,8,16,0,722,830,959,731,2.029639,0.760309,67.5,0.46134,0.298969,2.488764,6.860465,4.162791,23.88764,49.209302,33.395349,57.555556,0.590762,0.24388,0.664762,0.818608,0.107159,1.543103,0.692729,0.959199,0.637639,0.60678,0.664762,1.07935,1.543103,0.534794,0.471005,0.550005,0.392946,0.297903,0.384017,0.873224,0.541636,3.54,400.16,165.27,121.61,40.85,58.9,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.424,"qsts"
"Umbrella_tbm_24.tex.module.000131",464,152,616,1372,3838,8,8,16,0,626,746,859,635,2.010204,0.787172,58,0.463557,0.323615,2.545455,7.105263,4.184211,23.714286,48.210526,31.684211,59.568966,0.591454,0.242835,0.662074,0.804405,0.115685,1.432432,0.690749,0.954008,0.631624,0.588889,0.662074,1.067917,1.432432,0.543732,0.462828,0.554688,0.396285,0.310334,0.384362,0.889904,0.559475,8.31,1800,285.16,126.71,43.37,41.05,1800,1800,1800,1800,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.408,"qsts"
"Umbrella_tbm_25.tex.moduleQ3.2S.000075",3697,285,3982,14667,42700,10,10,20,0,4018,10649,11500,4044,2.523011,0.388287,369.7,0.269994,0.118293,3.003516,19.982456,13.894737,35.693119,190.614035,153.859649,165.761428,0.719906,0.187354,0.783813,0.943559,0.040632,2.282421,0.38907,0.933436,0.731639,0.695347,0.783813,1.016297,2.282421,0.726052,0.275721,0.685257,0.234416,0.324101,0.247401,0.744785,0.472963,11.88,117.19,27.59,27.91,139.4,71.18,1800,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.896,"depqbf.v1"
"adder-10-sat",1185,655,1840,3641,26333,2,2,4,0,20,3621,1630,40,5.249382,1.982972,592.5,1.053282,0.92969,3.154891,11.022901,5.854962,6.64837,18.619847,10.065649,67.08692,0.779554,0.074811,0.896929,0.835103,0.128546,1.132939,0.282784,1.127011,1.010848,0.531163,0.896929,1.2967,1.132939,0.994507,0.010986,0.854035,0.104494,0.187807,0.078758,0.715889,0.219905,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.608,"AIGSolve"
"adder-12-sat",1722,942,2664,5294,40370,2,2,4,0,24,5270,2364,48,5.643748,1.981866,861,1.053268,0.928598,3.16967,11.138004,5.919321,6.678679,18.806794,10.174098,72.16957,0.790835,0.071043,0.90401,0.846019,0.121774,1.134255,0.264487,1.144969,1.035063,0.531453,0.90401,1.308824,1.134255,0.995467,0.009067,0.863319,0.097549,0.17667,0.072989,0.713697,0.204641,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.64,"AIGSolve"
"adder-12-unsat",2200,486,2686,5305,63811,2,1,3,0,1,5304,2364,4,11.347597,0.680867,1100,0.377757,0.30311,3.151899,7.432099,4.123457,4.834698,14.864198,8.246914,97.889545,0.867327,0.101268,0.892656,0.970946,0.025199,1.246269,0.152968,1.1518,1.028161,0.554817,0.892656,1.185437,1.246269,0.999811,0.000754,0.922242,0.065635,0.106428,0.056189,0.844088,0.115402,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.636,"xb.bid.qsts"
"adder-14-sat",2359,1281,3640,7255,58115,2,2,4,0,28,7227,3234,56,6.029359,1.980979,1179.5,1.053205,0.927774,3.179945,11.21936,5.964871,6.699725,18.938329,10.250585,77.079271,0.800826,0.067693,0.910066,0.855372,0.115822,1.135195,0.248711,1.161432,1.056979,0.531659,0.910066,1.319861,1.135195,0.996141,0.007719,0.871339,0.091632,0.166839,0.068101,0.712195,0.191475,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.736,"AIGSolve"
"adder-2-unsat",55,11,66,110,656,2,1,3,0,1,109,54,5,5.309091,0.654545,27.5,0.354545,0.3,2.590909,6.545455,3.545455,4.030303,13.090909,7.090909,39.4,0.739329,0.20122,0.773973,0.931959,0.050305,1.181818,0.352577,1.068293,0.826829,0.541667,0.773973,1.118351,1.181818,0.990909,0.045455,0.82027,0.152432,0.267568,0.140719,0.84812,0.326194,0.01,0.01,0.01,0.21,0.12,0.2,0.86,0.04,0.21,0.2,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.268,"AIGSolve"
"aim-100-1_6-yes1-2-00",458,100,558,937,2291,2,1,3,0,777,160,860,513,1.827108,0.61793,229,0.255069,0.36286,1.679211,5.79,2.39,3.035842,11.58,4.78,6.419214,0.591008,0.30467,0.59229,0.748892,0.148407,0.702941,0.692024,0.910432,0.539239,0.412781,0.59229,0.912406,0.702941,0.170758,0.547492,0.642767,0.312421,0.800169,0.339286,0.874559,1.244882,0.05,0.02,0.02,0.12,0.19,0.04,1800,0.05,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.376,"qesto"
"aim-100-6_0-yes1-3-50",798,100,898,2546,6338,2,1,3,0,1947,599,2248,1296,1.763551,0.725844,399,0.353496,0.372349,2.835189,18.48,9,5.282851,36.96,18,17.868421,0.598296,0.259703,0.633408,0.75,0.149574,0.949367,0.671414,0.7972,0.504953,0.487013,0.633408,0.843985,0.949367,0.235271,0.509034,0.642663,0.249542,1.282471,0.307307,0.698339,1.995556,0.29,1.27,1.25,0.81,0.52,0.25,1800,1.28,369.65,370.57,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.356,"qsts"
