"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"3ebx_.6ebx_.g.wcnf.t.wcnf",1768,1336318,4e-05,0.00132,0.00113,0.11957,0.00048,0.00132,0.00084,0.00113,0.10115,0.00113,0.02206,0.02093,0.00067,0.16093,0.00057,0.00154,0.00098,4e-05,161.86826,0,0.99996,0.99996,0.00113,0.00048,0.00132,0.00084,0.99996,1800,1800,120.45,1800,1800,1800,1108.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1.27,"mscg2015b"
"4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l3.wcnf",42780,102202,0.05161,0.41858,5e-05,4.54828,1e-05,0.03708,0.03707,5e-05,0.41491,2e-05,0.00201,0.00199,0.50587,0.51893,0,1,1,0.46733,0.50664,0.12138,0.65447,0.9251,4e-05,0,0.03707,0.03707,0.77764,1800,1800,2.89,1800,1800,45.06,345.04,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.11,"maxino16.c10"
"6ebx_.1era_.g.wcnf.t.wcnf",1666,1187921,4e-05,0.0014,0.0012,0.11857,0.00038,0.0014,0.00102,0.00121,0.10106,0.0012,0.02101,0.01981,0.00071,0.16566,6e-04,0.00219,0.00159,4e-05,154.13441,0,0.99996,0.99996,0.0012,0.00038,0.0014,0.00102,0.99996,1800,1800,476.5,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1.13,"mscg2015a"
"7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf",21000,61842,0.06948,0.33958,0.00011,6.25407,2e-05,0.04948,0.04946,0.00011,0.46669,5e-05,0.00348,0.00343,0.47167,0.55411,0,1,1,0.53109,0.50771,0.18832,0.64273,0.88349,6e-05,2e-05,0.00823,0.00821,0.70606,1800,1800,14.68,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,"mscg2015b"
"GreeceWesternGreeceUniversityInstance4.xml.wcnf",69783,557113,0.00637,0.12526,3e-05,0.90955,0,0.00015,0.00015,3e-05,0.63561,1e-05,0.00052,5e-04,0.34971,0.70358,0.04412,0.97222,0.9281,0.18443,1.33203,0.00753,0.85389,0.90437,3e-05,0,0.00011,0.00011,0.94656,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,"maxino16.c10"
"SAT02__industrial__biere__dinphil__dp10s10.shuffled.cnf.wcnf.8.wcnf",7759,30764,0.25221,0.25221,0.00026,2.98666,0.00013,0.06742,0.06729,0.00026,0.35865,0.00013,0.00142,0.00129,0.50118,0.25874,0.2,0.8,0.6,0.50284,0.75806,0.25293,0.73355,0.99997,0.00018,7e-05,0.04219,0.04213,0.74746,1800,1800,86.51,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03,"WPM3.2015.co"
"SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.5.wcnf",6498,137496,0.04726,0.04726,0.00031,0.75637,1e-05,0.00137,0.00135,0.00031,0.27736,0.00015,0.00139,0.00123,0.49621,0.91586,0,0.99468,0.99468,0.50359,0.71539,0.04726,0.99474,0.99474,0.00023,1e-05,0.00136,0.00135,0.75486,41.38,17.84,27.07,1800,1800,0.16,3.99,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.13,"Optiriss6"
"SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.8.wcnf",6498,137496,0.04726,0.04726,0.00031,0.75637,1e-05,0.00137,0.00135,0.00031,0.27733,0.00015,0.00139,0.00123,0.49622,0.91585,0,0.99468,0.99468,0.50359,0.7154,0.04726,0.99475,0.99475,0.00023,1e-05,0.00136,0.00135,0.75486,37.97,6.25,11.45,1800,1800,0.17,4.13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.13,"Optiriss6"
"SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.3.wcnf",14013,495775,0.02826,0.02826,0.00014,0.28224,0,0.00031,3e-04,0.00014,0.21441,7e-05,0.00064,0.00057,0.01784,1.26541,0,1,1,0.00628,12.57024,0.02827,0.99686,0.99687,0.00014,0,0.00031,3e-04,0.99686,1800,1800,1209.97,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.48,"mscg2015b"
"SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.6.wcnf",14013,495775,0.02826,0.02826,0.00014,0.28224,0,0.00031,3e-04,0.00014,0.2144,7e-05,0.00064,0.00057,0.01784,1.26536,0,1,1,0.00628,12.57024,0.02827,0.99686,0.99687,0.00014,0,0.00031,3e-04,0.99686,1800,1800,204.69,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.49,"Optiriss6"
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.1.wcnf",138563,4813604,0.02879,0.02879,2e-05,4.395,0,0.00301,0.00301,2e-05,2.87258,1e-05,0.00254,0.00253,0.28186,0.73833,0.00563,0.97794,0.97231,0.10398,1.97754,0.02879,0.83606,0.98746,1e-05,0,0.00151,0.00151,0.96061,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.96,"Optiriss6"
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf",138563,4813604,0.02879,0.02879,2e-05,4.395,0,0.00301,0.00301,2e-05,2.87258,1e-05,0.00254,0.00253,0.28186,0.73833,0.00563,0.97794,0.97231,0.10398,1.97755,0.02879,0.83606,0.98746,1e-05,0,0.00151,0.00151,0.96061,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.84,"Open.WBO15"
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.10.wcnf",138795,4810148,0.02885,0.02885,2e-05,4.39482,0,0.00296,0.00296,2e-05,2.85857,1e-05,0.00254,0.00253,0.27195,0.7257,0.00563,0.97778,0.97214,0.10214,1.97868,0.02885,0.83575,0.98743,1e-05,0,0.00148,0.00148,0.96048,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.25,"Open.WBO15"
"SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.5.wcnf",138795,4810148,0.02885,0.02885,2e-05,4.39482,0,0.00296,0.00296,2e-05,2.85857,1e-05,0.00254,0.00253,0.27194,0.7257,0.00563,0.97778,0.97214,0.10214,1.97868,0.02885,0.83575,0.98743,1e-05,0,0.00148,0.00148,0.96048,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.74,"Open.WBO15"
"SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug5.cnf.wcnf.4.wcnf",520770,13901121,0.03746,0.03746,1e-05,0,0,0.01589,0.01589,1e-05,0,0,0.01284,0.01284,0.18189,0.79567,0.01258,0.99955,0.98697,0.201,0,0.03746,0.66407,0.96732,0,0,0.00795,0.00795,0.96576,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.5,"Open.WBO15"
"SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.1.wcnf",521192,13899974,0.0375,0.0375,1e-05,0,0,0.01589,0.01589,1e-05,0,0,0.01283,0.01283,0.18203,0.79558,0.01258,0.99955,0.98697,0.20102,0,0.0375,0.66445,0.96729,0,0,0.00795,0.00795,0.96573,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.48,"Open.WBO15"
"SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.4.wcnf",521192,13899974,0.0375,0.0375,1e-05,0,0,0.01589,0.01589,1e-05,0,0,0.01283,0.01283,0.18203,0.79558,0.01258,0.99955,0.98697,0.20102,0,0.0375,0.66445,0.96729,0,0,0.00795,0.00795,0.96573,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.21,"Open.WBO15"
"SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.7.wcnf",521192,13899974,0.0375,0.0375,1e-05,0,0,0.01589,0.01589,1e-05,0,0,0.01283,0.01283,0.18203,0.79558,0.01258,0.99955,0.98697,0.20102,0,0.0375,0.66445,0.96729,0,0,0.00795,0.00795,0.96573,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.45,"Open.WBO15"
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_15_SAT.cnf.wcnf.9.wcnf",2384,167131,0.01426,0.01426,0.00124,1.16271,3e-05,0.00492,0.00489,0.00124,0.10707,0.00042,0.00671,0.00629,0.46753,0.54846,0.00126,0.9322,0.93095,0.31452,0.34961,0.01426,0.03604,0.99986,0.00123,2e-05,0.00491,0.00488,0.99384,1800,1800,371.38,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.19,"Optiriss6"
"SAT09__APPLICATIONS__satComp09_BioInstances__rbcl_xits_18_SAT.cnf.wcnf.2.wcnf",2888,221419,0.01304,0.01304,0.00102,1.13962,2e-05,0.00404,0.00402,0.00102,0.10493,0.00035,0.00658,0.00623,0.4522,0.56803,0.00115,0.91943,0.91828,0.31502,0.32494,0.01304,0.03243,0.99989,0.00102,2e-05,0.00403,0.00401,0.99444,29.81,10.66,50.75,1800,1800,1800,1800,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.26,"Optiriss6"
"SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.10.wcnf",68779,303473,0.22664,0.22664,3e-05,1.79532,1e-05,0.00823,0.00822,3e-05,0.49741,1e-05,0.00557,0.00555,0.49145,0.19873,0.00779,0.86667,0.85887,0.46936,0.63511,0.22664,0.56609,0.97624,2e-05,1e-05,0.00823,0.00822,0.72171,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.32,"mscg2015a"
"SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.4.wcnf",68779,303473,0.22664,0.22664,3e-05,1.79533,1e-05,0.00823,0.00822,3e-05,0.4974,1e-05,0.00557,0.00555,0.49145,0.19873,0.00779,0.86667,0.85887,0.46936,0.63511,0.22664,0.56609,0.97624,2e-05,1e-05,0.00823,0.00822,0.72171,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.32,"mscg2015a"
"SAT11__application__fuhs__AProVE11__AProVE11-09.cnf.wcnf.8.wcnf",68779,303473,0.22664,0.22664,3e-05,1.79533,1e-05,0.00823,0.00822,3e-05,0.4974,1e-05,0.00557,0.00555,0.49145,0.19873,0.00779,0.86667,0.85887,0.46936,0.63511,0.22664,0.56609,0.97624,2e-05,1e-05,0.00823,0.00822,0.72171,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.32,"mscg2015a"
"SAT11__application__fuhs__AProVE11__AProVE11-10.cnf.wcnf.3.wcnf",289828,1298432,0.22321,0.22321,1e-05,0,0,0.00413,0.00413,1e-05,0,0,0.0012,0.0012,0.51507,0.19519,0.00857,0.77778,0.76921,0.49784,0,0.22321,0.53902,0.97213,0,0,0.00402,0.00402,0.6819,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.39,"mscg2015a"
"SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.2.wcnf",44805,193924,0.23104,0.23104,5e-05,1.18168,2e-05,0.0051,0.00508,5e-05,0.61236,2e-05,0.01009,0.01007,0.45438,0.16011,0.00659,0.77778,0.77118,0.40832,0.71185,0.23105,0.56539,0.97999,3e-05,1e-05,0.00379,0.00378,0.72421,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,"WPM3.2015.co"
"SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.4.wcnf",44805,193924,0.23104,0.23104,5e-05,1.18167,2e-05,0.0051,0.00508,5e-05,0.61236,2e-05,0.01009,0.01007,0.45438,0.1601,0.00659,0.77778,0.77118,0.40832,0.71185,0.23105,0.56539,0.97999,3e-05,1e-05,0.00379,0.00378,0.7242,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,"WPM3.2015.co"
"SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf",84025,366792,0.22908,0.22908,3e-05,1.05137,1e-05,0.00176,0.00175,3e-05,0.61548,1e-05,0.00763,0.00762,0.45629,0.15748,0.00466,0.77778,0.77312,0.4095,0.70723,0.22908,0.55616,0.97918,2e-05,1e-05,0.00176,0.00175,0.7174,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.39,"WPM3.2015.co"
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-TPP-30-step11.cnf.wcnf.1.wcnf",314455,3235276,0.0972,0.0972,1e-05,0,0,0.00021,0.00021,1e-05,0,0,0.00046,0.00046,0.24731,0.77129,0.05556,0.98829,0.93274,0.26405,0,0.0973,0.97927,0.98448,1e-05,0,0.00021,0.00021,0.97926,1800,754.1,1800,1800,1800,1800,1800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.31,"QMaxSAT16UC"
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.2.wcnf",68952,1097989,0.0628,0.0628,3e-05,1.31473,0,0.00068,0.00068,3e-05,1.78857,1e-05,0.00785,0.00783,0.29844,0.56293,0.01515,0.97368,0.95853,0.25082,1.09204,0.06298,0.96567,0.96827,3e-05,0,0.00067,0.00067,0.96566,208.84,40.98,1800,1800,1800,1800,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,"QMaxSAT16UC"
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.7.wcnf",68952,1097989,0.0628,0.0628,3e-05,1.31473,0,0.00068,0.00068,3e-05,1.78857,1e-05,0.00785,0.00783,0.29844,0.56293,0.01515,0.97368,0.95853,0.25082,1.09204,0.06298,0.96567,0.96827,3e-05,0,0.00067,0.00067,0.96566,218.63,40.77,1800,1800,1800,1800,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,"QMaxSAT16UC"
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.1.wcnf",141856,2884458,0.04918,0.04918,2e-05,2.17252,0,0.00081,0.00081,2e-05,2.97981,1e-05,0.01354,0.01353,0.26488,0.66387,0.00772,0.98731,0.97959,0.24515,1.09441,0.04934,0.97279,0.97675,1e-05,0,0.00081,0.00081,0.97278,663.53,1800,1800,1800,1800,1800,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.03,"QMaxSAT16UC"
"SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.4.wcnf",141856,2884458,0.04918,0.04918,2e-05,2.17252,0,0.00081,0.00081,2e-05,2.97982,1e-05,0.01354,0.01353,0.26488,0.66387,0.00772,0.98731,0.97959,0.24515,1.09441,0.04934,0.97279,0.97675,1e-05,0,0.00081,0.00081,0.97278,614.75,1800,1800,1800,1800,1800,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.03,"QMaxSAT16UC"
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf.wcnf.4.wcnf",206768,806132,0.25649,0.25649,1e-05,0,0,0.00191,0.00191,1e-05,0,0,1e-05,1e-05,0.40283,0.18929,0.33333,1,0.66667,0.36314,0,0.2565,0.75216,1,1e-05,0,0.00132,0.00132,0.80485,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,"Optiriss6"
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf.wcnf.9.wcnf",164758,621109,0.26526,0.26526,1e-05,2.26339,0,0.00372,0.00371,1e-05,0.36163,1e-05,3e-05,2e-05,0.40312,0.20216,0.33333,1,0.66667,0.36523,1.09613,0.26527,0.75509,1,1e-05,0,0.00371,0.00371,0.80746,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63,"mscg2015a"
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.10.wcnf",266805,986928,0.27034,0.27034,1e-05,0,0,0.00053,0.00052,1e-05,0,0,1e-05,1e-05,0.4111,0.17834,0.2,1,0.8,0.36616,0,0.27034,0.75678,1,0,0,0.00039,0.00039,0.77657,1800,908.31,1800,1800,1800,1800,1800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Optiriss6"
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.2.wcnf",266805,986928,0.27034,0.27034,1e-05,0,0,0.00053,0.00052,1e-05,0,0,1e-05,1e-05,0.4111,0.17834,0.2,1,0.8,0.36616,0,0.27034,0.75678,1,0,0,0.00039,0.00039,0.77657,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"WPM3.2015.co"
"SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.7.wcnf",266805,986928,0.27034,0.27034,1e-05,0,0,0.00053,0.00052,1e-05,0,0,2e-05,1e-05,0.4111,0.17834,0.2,1,0.8,0.36615,0,0.27034,0.75678,1,0,0,0.00039,0.00039,0.77657,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"WPM3.2015.co"
"SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.7.wcnf",7794,134621,0.0579,0.0579,0.00072,3.39118,3e-05,0.01366,0.01363,0.00072,0.72405,0.00013,0.00706,0.00693,0.35443,0.44173,0.01207,0.99764,0.98557,0.14589,1.80808,0.05804,0.20917,0.33783,0.00062,2e-05,0.01362,0.01359,0.95126,1800,1800,327.07,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.23,"mscg2015b"
"SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.9.wcnf",7794,134621,0.0579,0.0579,0.00072,3.39118,3e-05,0.01366,0.01363,0.00072,0.72405,0.00013,0.00706,0.00693,0.35444,0.44174,0.01207,0.99764,0.98557,0.1459,1.80809,0.05804,0.20917,0.33783,0.00062,2e-05,0.01362,0.01359,0.95126,1800,1800,346.32,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.25,"mscg2015b"
"SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.8.wcnf",142205,1454558,0.09777,0.09777,2e-05,1.09898,0,0.00039,0.00039,2e-05,0.31379,1e-05,3e-05,2e-05,0.49753,0.09623,0.2,0.8,0.6,0.49709,0.37671,0.09777,0.23375,0.4365,0,0,2e-04,2e-04,0.32507,348.87,1800,1800,1800,1800,1800,1800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.76,"Open.WBO15"
"SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.4.wcnf",98651,3461318,0.0285,0.0285,4e-05,1.3599,0,0.00037,0.00037,4e-05,0.18398,1e-05,5e-05,4e-05,0.49017,0.06054,0.2,0.8,0.6,0.49465,0.21462,0.0285,0.06798,0.16621,0,0,2e-04,2e-04,0.11418,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.47,"Optiriss6"
"SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.6.wcnf",98651,3461318,0.0285,0.0285,4e-05,1.3599,0,0.00037,0.00037,4e-05,0.18398,1e-05,4e-05,3e-05,0.49017,0.06054,0.2,0.8,0.6,0.49465,0.21462,0.0285,0.06798,0.16621,0,0,2e-04,2e-04,0.11418,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.46,"Optiriss6"
"SAT11__application__rintanen__SATPlanning__blocks-blocks-36-0.180-SAT.cnf.wcnf.2.wcnf",733825,13902986,0.05278,0.05278,0,0,0,0.00029,0.00029,0,0,0,0.00182,0.00182,0.268,0.56993,0.02532,0.99925,0.97394,0.11107,0,0.05289,0.96362,0.99811,0,0,0.00029,0.00029,0.96362,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.77,"maxino16.dis"
"SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.4.wcnf",324116,1967718,0.16472,0.16472,1e-05,0,0,0.00011,0.00011,1e-05,0,0,0.00019,0.00019,0.37186,0.31621,0.01961,1,0.98039,0.30036,0,0.16482,0.98955,0.99214,1e-05,0,0.00011,0.00011,0.98825,1800,871.3,1800,1800,1800,1800,1800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.05,"Optiriss6"
"SAT_RACE06__ibm-2002-21r-k95.cnf.wcnf.4.wcnf",191522,979862,0.19546,0.19546,1e-05,1.57416,0,3e-04,0.00029,1e-05,0.63407,1e-05,0.00011,0.00011,0.43857,0.40764,0,1,1,0.43894,0.66895,0.19955,0.82401,0.9125,1e-05,0,0.00015,0.00015,0.8415,635.67,464.82,1800,1800,1800,1800,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06,"QMaxSAT16UC"
"SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.2.wcnf",118038,8898630,0.01326,0.01326,2e-05,9.65421,0,0.0086,0.00859,2e-05,3.81432,1e-05,0.00287,0.00286,0.1278,1.37081,0.00585,0.976,0.97015,0.04824,3.12598,0.01326,0.93792,0.98927,2e-05,0,0.0043,0.0043,0.98702,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.85,"maxino16.dis"
"SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.5.wcnf",118038,8898630,0.01326,0.01326,2e-05,9.65421,0,0.0086,0.00859,2e-05,3.81432,1e-05,0.00287,0.00286,0.12779,1.37081,0.00585,0.976,0.97015,0.04824,3.12598,0.01326,0.93792,0.98927,2e-05,0,0.0043,0.0043,0.98703,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10.5,"Open.WBO15"
"SU1__simp-genos.haps.1.wcnf",5677,91729,0.00188,0.06189,0.00044,0.82275,1e-05,0.00136,0.00135,0.00044,0.31297,0.00018,0.00969,0.00951,0.50369,0.61177,0,1,1,0.7194,0.32983,0.00259,0.51117,0.99808,0.00013,0,0.00074,0.00074,0.32406,1800,1800,1.5,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"Optiriss6"
"SU1__simp-genos.haps.10.wcnf",5851,96066,0.00183,0.06091,0.00043,0.78963,1e-05,0.0012,0.00119,0.00043,0.31878,0.00017,0.00735,0.00718,0.50628,0.63625,0,1,1,0.72228,0.3279,0.00255,0.5132,0.99814,0.00013,0,0.00065,0.00065,0.31754,1800,1800,355.85,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.1,"mscg2015b"
"SU1__simp-genos.haps.18.wcnf",5857,97070,0.00181,0.06034,0.00043,0.76714,1e-05,0.00125,0.00124,0.00043,0.31089,0.00017,0.00683,0.00666,0.50157,0.63749,0,0.99174,0.99174,0.71716,0.33289,0.00247,0.51327,0.99811,0.00013,0,0.00065,0.00065,0.33324,1800,1800,3.22,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.1,"Optiriss6"
"SU1__simp-genos.haps.19.wcnf",6687,129385,0.00134,0.05168,0.00037,0.80137,1e-05,0.00107,0.00106,0.00037,0.32412,0.00015,0.00912,0.00897,0.50243,0.64294,0,1,1,0.71711,0.33203,0.00182,0.50967,0.99856,0.00012,0,0.00054,0.00054,0.33242,1800,1800,3.9,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.13,"Optiriss6"
"SU1__simp-genos.haps.26.wcnf",6712,119922,0.00147,0.05597,0.00037,0.82739,1e-05,0.0013,0.00129,0.00037,0.30388,0.00015,0.00626,0.00611,0.5001,0.61094,0,1,1,0.7135,0.31665,0.002,0.50075,0.99845,0.00011,0,0.00066,0.00066,0.3115,1800,1800,56.22,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12,"mscg2015b"
"SU1__simp-genos.haps.27.wcnf",5542,89754,0.00196,0.06175,0.00045,0.82458,1e-05,0.00146,0.00145,0.00045,0.33449,0.00018,0.00902,0.00884,0.50006,0.65579,0,1,1,0.71529,0.33325,0.00277,0.51556,0.99804,0.00014,0,0.00069,0.00069,0.33722,1800,1800,4.77,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.09,"mscg2015b"
"SU1__simp-genos.haps.29.wcnf",5950,114703,0.00152,0.05187,0.00042,0.76751,1e-05,0.00122,0.00121,0.00042,0.35158,0.00017,0.01092,0.01076,0.50078,0.70579,0,1,1,0.72338,0.31757,0.00203,0.50005,0.99836,0.00012,0,0.00061,0.00061,0.29562,1800,1800,6.21,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.12,"mscg2015b"
