"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","clasp1","clasp2","cryptominisat2011","ebglucose","ebminisat","glucose2","glueminisat","lingeling","lrglshr","marchrw","minisatpsm","mphaseSAT","mphaseSATm","mxc09","picosat","precosat","qutersat","rcl","restartsat","sapperlot","sol","spear.hw","spear.sw","clasp1_success","clasp2_success","cryptominisat2011_success","ebglucose_success","ebminisat_success","glucose2_success","glueminisat_success","lingeling_success","lrglshr_success","marchrw_success","minisatpsm_success","mphaseSAT_success","mphaseSATm_success","mxc09_success","picosat_success","precosat_success","qutersat_success","rcl_success","restartsat_success","sapperlot_success","sol_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S342579098-10.cnf",140,11900,140,11900,0,0,0.0118,0.3142,0.6771,0.1429,1.0062,0.05,0,0.05,0.05,0,0,0,0.05,0.0384,0.0453,0.0552,4.119,0.0349,0.0248,0,0.1164,2.1278,0.0032,0.1573,0.0019,0.0044,3.0721,0.0645,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,135.62,515.66,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.01,"tnm"
"SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S779713554-13.cnf",140,11900,140,11900,0,0,0.0118,0.313,0.6778,0.1429,1.0031,0.05,0,0.05,0.05,0,0,0,0.05,0.0397,0.0453,0.0549,4.1656,0.0352,0.0243,0,0.1413,2.1151,0.0032,0.1505,0.002,0.0045,3.0048,0.0635,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,199.48,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.18,"sattime"
"SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S871621203-03.cnf",140,11900,140,11900,0,0,0.0118,0.314,0.6766,0.1429,1.0054,0.05,0,0.05,0.05,0,0,0,0.05,0.0448,0.0451,0.0554,4.1995,0.0354,0.0239,0,0.1346,2.1248,0.003,0.1677,0.0018,0.0045,3.084,0.0592,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,136.26,115.02,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.17,"sattime"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S1617760096-16.cnf",160,13600,160,13600,0,0,0.0118,0.3136,0.6794,0.1429,1.0053,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0377,0.0391,0.0483,4.1146,0.0331,0.0259,0,0.099,2.0953,0.0029,0.1558,0.0018,0.0042,3.1202,0.0659,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.21,"eagleup"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf",160,13600,160,13600,0,0,0.0118,0.3122,0.6787,0.1429,1.0012,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0408,0.0393,0.049,4.1944,0.0311,0.0236,0,0.1171,2.0586,0.0027,0.1466,0.0018,0.004,3.0272,0.0627,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,308.38,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.02,"mphaseSAT64"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S2043900701-05.cnf",160,13600,160,13600,0,0,0.0118,0.3132,0.6726,0.1429,1.0003,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0408,0.0399,0.0488,4.2398,0.034,0.0257,0.0016,0.1096,2.16,0.0028,0.1532,0.0017,0.0037,3.0242,0.0632,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,246.09,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.16,"eagleup"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S2053050899-08.cnf",160,13600,160,13600,0,0,0.0118,0.3145,0.6836,0.1429,1.0107,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0392,0.0401,0.0488,4.2134,0.0312,0.0223,0,0.1182,2.0268,0.0028,0.1477,0.002,0.004,3.0635,0.0648,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.09,"tnm"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S417904071-03.cnf",160,13600,160,13600,0,0,0.0118,0.313,0.6777,0.1429,1.003,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0387,0.0401,0.0486,4.1069,0.0293,0.0239,0,0.0933,2.0109,0.0028,0.1535,0.0018,0.0041,3.1299,0.0648,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,927.22,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.11,"satime11"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S498187802-14.cnf",160,13600,160,13600,0,0,0.0118,0.3123,0.6781,0.1429,1.0011,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0357,0.0395,0.0474,4.1204,0.0369,0.0265,0,0.1138,2.1887,0.0026,0.1657,0.0017,0.0038,3.0899,0.0593,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,5.93,5.9,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.22,"mphaseSAT64"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf",160,13600,160,13600,0,0,0.0118,0.3101,0.6821,0.1429,0.9964,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0433,0.0391,0.0494,4.269,0.033,0.0241,0,0.1126,2.1156,0.0026,0.1664,0.0014,0.0039,3.0413,0.0598,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1070.03,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0.01,0,20.1,"mphaseSAT64"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S659720099-13.cnf",160,13600,160,13600,0,0,0.0118,0.3153,0.6829,0.1429,1.0124,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0365,0.0385,0.0471,4.0564,0.0351,0.0255,0,0.15,2.1481,0.0029,0.1546,0.0019,0.0042,3.1633,0.0674,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,314.64,691.24,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.2,"tnm"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S679764311-04.cnf",160,13600,160,13600,0,0,0.0118,0.3115,0.6825,0.1429,1.0008,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0374,0.0393,0.0484,4.1305,0.0314,0.0246,0,0.1371,2.0333,0.0028,0.1594,0.0016,0.0039,3.165,0.0643,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,193.14,190.52,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.18,"mphaseSAT64"
"SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf",160,13600,160,13600,0,0,0.0118,0.3128,0.6836,0.1429,1.005,0.0437,0,0.0437,0.0437,0,0,0,0.0437,0.0383,0.0397,0.0472,4.22,0.0304,0.0241,0,0.1017,2.0516,0.0029,0.1617,0.0014,0.004,3.1341,0.0653,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.09,"satime11"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1096972624-15.cnf",180,15300,180,15300,0,0,0.0118,0.3139,0.6792,0.1429,1.0065,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0394,0.0355,0.0429,4.2483,0.0323,0.0246,0,0.1049,2.1032,0.0025,0.1734,0.0012,0.0038,3.1431,0.0642,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.18,"tnm"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1358416858-13.cnf",180,15300,180,15300,0,0,0.0118,0.313,0.6788,0.1429,1.0035,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0415,0.0346,0.0431,4.2719,0.0332,0.0257,0,0.1409,2.1342,0.0024,0.1661,0.0014,0.0037,3.161,0.0616,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0,20.22,"eagleup"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1446471927-04.cnf",180,15300,180,15300,0,0,0.0118,0.3112,0.6804,0.1429,0.9988,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.04,0.0339,0.0426,4.2144,0.0335,0.0255,0,0.1068,2.1151,0.0025,0.1569,0.0016,0.0035,3.0749,0.0633,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0,20.15,"gnoveltyp2"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1805843968-06.cnf",180,15300,180,15300,0,0,0.0118,0.3131,0.6847,0.1429,1.0071,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0385,0.0346,0.0435,4.1956,0.031,0.0224,0,0.0974,2.0458,0.0024,0.1559,0.0015,0.0035,3.0621,0.0617,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.12,"sparrow"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S2117580343-16.cnf",180,15300,180,15300,0,0,0.0118,0.3126,0.6852,0.1429,1.0056,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0428,0.0332,0.0438,4.2409,0.0291,0.0239,0,0.1252,2.0209,0.0024,0.1595,0.0014,0.0035,3.0944,0.0628,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0.01,20.18,"satime11"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S333805260-05.cnf",180,15300,180,15300,0,0,0.0118,0.3132,0.6783,0.1429,1.0039,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0367,0.0354,0.0431,4.166,0.0325,0.0253,0,0.1248,2.1282,0.0024,0.1598,0.0013,0.0034,3.0821,0.062,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0,0.01,20.16,"sparrow"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf",180,15300,180,15300,0,0,0.0118,0.3134,0.6786,0.1429,1.0049,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0379,0.0342,0.0426,4.1476,0.0343,0.0249,0,0.1273,2.1569,0.0024,0.1574,0.0014,0.0037,3.0708,0.0613,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.01,20.09,"satime11"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S640027679-08.cnf",180,15300,180,15300,0,0,0.0118,0.3116,0.6821,0.1429,1.0004,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0385,0.0354,0.0439,4.1062,0.0316,0.0218,0,0.1192,2.0375,0.0025,0.1477,0.0016,0.0037,3.0583,0.0651,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0.01,0,20.25,"satime11"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S793713844-14.cnf",180,15300,180,15300,0,0,0.0118,0.315,0.6806,0.1429,1.0109,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0413,0.0341,0.0427,4.2518,0.0294,0.0232,0,0.1328,2.0254,0.0025,0.1578,0.0014,0.0037,3.0775,0.0631,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.04,0.01,0.01,20.21,"tnm"
"SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S94225360-10.cnf",180,15300,180,15300,0,0,0.0118,0.3136,0.68,0.1429,1.006,0.0389,0,0.0389,0.0389,0,0,0,0.0389,0.0417,0.0346,0.0453,4.2693,0.0318,0.0227,0,0.1137,2.0576,0.0025,0.1655,0.0014,0.0037,3.1436,0.0631,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.06,0.01,0,20.09,"sparrow"
"SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1751213243-05.cnf",200,17000,200,17000,0,0,0.0118,0.3131,0.6795,0.1429,1.0043,0.035,0,0.035,0.035,0,0,0,0.035,0.038,0.0312,0.0394,4.2016,0.0301,0.0211,0.0015,0.1005,2.0049,0.0022,0.1512,0.0012,0.0032,3.0459,0.0635,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0,20.01,"sparrow"
"SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf",200,17000,200,17000,0,0,0.0118,0.3094,0.685,0.1429,0.9956,0.035,0,0.035,0.035,0,0,0,0.035,0.0394,0.0315,0.0388,4.2041,0.0338,0.0259,0,0.128,2.1562,0.002,0.1927,9e-04,0.0035,3.202,0.0585,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,20.11,"eagleup"
"SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1923240245-08.cnf",200,17000,200,17000,0,0,0.0118,0.3113,0.6834,0.1429,1.0007,0.035,0,0.035,0.035,0,0,0,0.035,0.039,0.0318,0.0386,4.2445,0.0354,0.0245,0,0.1107,2.1511,0.0022,0.1592,0.0013,0.0031,3.1471,0.0631,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,20.01,"sattime"
"SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf",200,17000,200,17000,0,0,0.0118,0.3126,0.6745,0.1429,0.9999,0.035,0,0.035,0.035,0,0,0,0.035,0.0396,0.0314,0.0386,4.2032,0.0348,0.0255,0.0017,0.1161,2.1566,0.0022,0.1622,0.0012,0.0032,3.1208,0.0615,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,20.11,"sparrow"
"SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S371462865-10.cnf",200,17000,200,17000,0,0,0.0118,0.3091,0.6777,0.1429,0.9907,0.035,0,0.035,0.035,0,0,0,0.035,0.0399,0.0313,0.0389,4.2871,0.0334,0.0248,0,0.1122,2.1261,0.0021,0.1595,0.0011,0.0031,3.0434,0.0589,0.0117,0,0.0117,0.0117,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,20.18,"satime11"
